Cấp lớp,Môn học,Học kỳ,Chủ đề,Loại câu hỏi,Câu hỏi,Lựa chọn,Đáp án đúng,Lời giải chi tiết
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,Trắc nghiệm,Kết quả của phép tính 4 + 4 là bao nhiêu?,8 | 18 | 11 | 6,8,Ta có: 4 + 4 = 8.
Lớp 1,Toán,Học kỳ 1,1. Các số từ 0 đến 10,Chuỗi Quy luật,"14, 18, 22, ___, 30",,26,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,Điền khuyết,20 + ___ = 37,,17,Số cần điền là 17 vì 20 + 17 = 37.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,Kéo thả,13 + 17 = ___,30 | 31 | 29,30,Kéo số 30 vào chỗ trống.
Lớp 1,Toán,Học kỳ 2,7. Độ dài và Đo độ dài,Trắc nghiệm,Kết quả của phép tính 6 - 2 là bao nhiêu?,1 | 4 | 5 | 14,4,Ta có: 6 - 2 = 4.
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,Điền khuyết,17 - ___ = 8,,9,Số cần điền là 9 vì 17 - 9 = 8.
Lớp 1,Toán,Học kỳ 1,"3. Phép cộng, phép trừ trong phạm vi 10",Chuỗi Quy luật,"13, 16, 19, ___, 25",,22,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 1,Toán,Học kỳ 2,10. Ôn tập cuối năm,Trắc nghiệm,Kết quả của phép tính 11 + 3 là bao nhiêu?,24 | 18 | 11 | 14,14,Ta có: 11 + 3 = 14.
Lớp 1,Toán,Học kỳ 2,"8. Phép cộng, phép trừ (không nhớ) trong phạm vi 100",Kéo thả,13 - 3 = ___,10 | 11 | 9,10,Kéo số 10 vào chỗ trống.
Lớp 1,Toán,Học kỳ 2,9. Thời gian. Giờ và lịch,So sánh,"Điền dấu thích hợp (<, >, =): 9 - 1 ___ 4 + 6",,<,9 - 1 = 8; 4 + 6 = 10. Nên dấu là <.
Lớp 1,Toán,Học kỳ 2,"8. Phép cộng, phép trừ (không nhớ) trong phạm vi 100",Trắc nghiệm,Kết quả của phép tính 3 + 7 là bao nhiêu?,10 | 20 | 5 | 15,10,Ta có: 3 + 7 = 10.
Lớp 1,Toán,Học kỳ 1,4. Làm quen với một số hình khối,Chuỗi Quy luật,"11, 14, 17, ___, 23",,20,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,Trắc nghiệm,Kết quả của phép tính 6 - 2 là bao nhiêu?,9 | 3 | 4 | 14,4,Ta có: 6 - 2 = 4.
Lớp 1,Toán,Học kỳ 1,4. Làm quen với một số hình khối,Trắc nghiệm,Kết quả của phép tính 3 - 1 là bao nhiêu?,1 | 2 | 12 | 7,2,Ta có: 3 - 1 = 2.
Lớp 1,Toán,Học kỳ 2,10. Ôn tập cuối năm,Chuỗi Quy luật,"9, 13, 17, ___, 25",,21,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 1,Toán,Học kỳ 2,7. Độ dài và Đo độ dài,Chuỗi Quy luật,"2, 4, 6, ___, 10",,8,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 1,Toán,Học kỳ 2,7. Độ dài và Đo độ dài,Chuỗi Quy luật,"6, 11, 16, ___, 26",,21,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 1,Toán,Học kỳ 1,2. Làm quen với một số hình phẳng,Trắc nghiệm,Kết quả của phép tính 7 + 9 là bao nhiêu?,16 | 26 | 21 | 14,16,Ta có: 7 + 9 = 16.
Lớp 1,Toán,Học kỳ 1,1. Các số từ 0 đến 10,Trắc nghiệm,Kết quả của phép tính 9 - 2 là bao nhiêu?,9 | 2 | 17 | 7,7,Ta có: 9 - 2 = 7.
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,Chuỗi Quy luật,"16, 19, 22, ___, 28",,25,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 1,Toán,Học kỳ 2,9. Thời gian. Giờ và lịch,So sánh,"Điền dấu thích hợp (<, >, =): 9 + 19 ___ 7 + 18",,>,9 + 19 = 28; 7 + 18 = 25. Nên dấu là >.
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,Chuỗi Quy luật,"16, 21, 26, ___, 36",,31,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 1,Toán,Học kỳ 2,10. Ôn tập cuối năm,Chuỗi Quy luật,"7, 11, 15, ___, 23",,19,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,So sánh,"Điền dấu thích hợp (<, >, =): 20 + 19 ___ 6 + 5",,>,20 + 19 = 39; 6 + 5 = 11. Nên dấu là >.
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,Đúng/Sai,"Phép tính 7 - 1 = 11, đúng hay sai?",,Sai,Phép tính chính xác là 7 - 1 = 6.
Lớp 1,Toán,Học kỳ 1,"3. Phép cộng, phép trừ trong phạm vi 10",Trắc nghiệm,Kết quả của phép tính 1 + 9 là bao nhiêu?,10 | 12 | 20 | 6,10,Ta có: 1 + 9 = 10.
Lớp 1,Toán,Học kỳ 1,"3. Phép cộng, phép trừ trong phạm vi 10",So sánh,"Điền dấu thích hợp (<, >, =): 12 - 9 ___ 6 + 20",,<,12 - 9 = 3; 6 + 20 = 26. Nên dấu là <.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,Kéo thả,13 + 17 = ___,30 | 31 | 29,30,Kéo số 30 vào chỗ trống.
Lớp 1,Toán,Học kỳ 2,7. Độ dài và Đo độ dài,Kéo thả,2 + 10 = ___,12 | 13 | 11,12,Kéo số 12 vào chỗ trống.
Lớp 1,Toán,Học kỳ 1,1. Các số từ 0 đến 10,Đúng/Sai,"Phép tính 1 + 4 = 7, đúng hay sai?",,Sai,Phép tính chính xác là 1 + 4 = 5.
Lớp 1,Toán,Học kỳ 2,7. Độ dài và Đo độ dài,Kéo thả,18 - 11 = ___,7 | 8 | 6,7,Kéo số 7 vào chỗ trống.
Lớp 1,Toán,Học kỳ 2,7. Độ dài và Đo độ dài,Trắc nghiệm,Kết quả của phép tính 17 + 11 là bao nhiêu?,24 | 33 | 28 | 38,28,Ta có: 17 + 11 = 28.
Lớp 1,Toán,Học kỳ 1,1. Các số từ 0 đến 10,Đúng/Sai,"Phép tính 8 - 4 = 7, đúng hay sai?",,Sai,Phép tính chính xác là 8 - 4 = 4.
Lớp 1,Toán,Học kỳ 2,"8. Phép cộng, phép trừ (không nhớ) trong phạm vi 100",So sánh,"Điền dấu thích hợp (<, >, =): 12 - 4 ___ 19 + 5",,<,12 - 4 = 8; 19 + 5 = 24. Nên dấu là <.
Lớp 1,Toán,Học kỳ 2,7. Độ dài và Đo độ dài,Trắc nghiệm,Kết quả của phép tính 15 - 12 là bao nhiêu?,8 | 3 | 13 | -2,3,Ta có: 15 - 12 = 3.
Lớp 1,Toán,Học kỳ 1,2. Làm quen với một số hình phẳng,Kéo thả,15 + 6 = ___,21 | 22 | 20,21,Kéo số 21 vào chỗ trống.
Lớp 1,Toán,Học kỳ 1,4. Làm quen với một số hình khối,So sánh,"Điền dấu thích hợp (<, >, =): 6 + 1 ___ 6 + 9",,<,6 + 1 = 7; 6 + 9 = 15. Nên dấu là <.
Lớp 1,Toán,Học kỳ 1,"3. Phép cộng, phép trừ trong phạm vi 10",Kéo thả,14 - 12 = ___,2 | 3 | 1,2,Kéo số 2 vào chỗ trống.
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,Chuỗi Quy luật,"9, 14, 19, ___, 29",,24,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,Kéo thả,10 - 9 = ___,1 | 2 | 0,1,Kéo số 1 vào chỗ trống.
Lớp 1,Toán,Học kỳ 1,2. Làm quen với một số hình phẳng,Chuỗi Quy luật,"12, 16, 20, ___, 28",,24,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,Trắc nghiệm,Kết quả của phép tính 7 + 2 là bao nhiêu?,19 | 9 | 11 | 4,9,Ta có: 7 + 2 = 9.
Lớp 1,Toán,Học kỳ 1,2. Làm quen với một số hình phẳng,So sánh,"Điền dấu thích hợp (<, >, =): 7 - 1 ___ 5 + 5",,<,7 - 1 = 6; 5 + 5 = 10. Nên dấu là <.
Lớp 1,Toán,Học kỳ 1,"3. Phép cộng, phép trừ trong phạm vi 10",Điền khuyết,20 - ___ = 8,,12,Số cần điền là 12 vì 20 - 12 = 8.
Lớp 1,Toán,Học kỳ 2,7. Độ dài và Đo độ dài,Kéo thả,9 - 5 = ___,4 | 5 | 3,4,Kéo số 4 vào chỗ trống.
Lớp 1,Toán,Học kỳ 1,2. Làm quen với một số hình phẳng,Trắc nghiệm,Kết quả của phép tính 3 - 1 là bao nhiêu?,0 | 2 | 12 | 5,2,Ta có: 3 - 1 = 2.
Lớp 1,Toán,Học kỳ 1,2. Làm quen với một số hình phẳng,Đúng/Sai,"Phép tính 8 + 9 = 21, đúng hay sai?",,Sai,Phép tính chính xác là 8 + 9 = 17.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,Trắc nghiệm,Kết quả của phép tính 1 + 1 là bao nhiêu?,1 | 2 | 12 | 7,2,Ta có: 1 + 1 = 2.
Lớp 1,Toán,Học kỳ 1,4. Làm quen với một số hình khối,Kéo thả,7 + 7 = ___,14 | 15 | 13,14,Kéo số 14 vào chỗ trống.
Lớp 1,Toán,Học kỳ 2,10. Ôn tập cuối năm,Kéo thả,11 + 4 = ___,15 | 16 | 14,15,Kéo số 15 vào chỗ trống.
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,Đúng/Sai,"Phép tính 6 - 2 = 4, đúng hay sai?",,Đúng,Phép tính chính xác là 6 - 2 = 4.
Lớp 1,Toán,Học kỳ 1,1. Các số từ 0 đến 10,Điền khuyết,3 + ___ = 14,,11,Số cần điền là 11 vì 3 + 11 = 14.
Lớp 1,Toán,Học kỳ 1,"3. Phép cộng, phép trừ trong phạm vi 10",Trắc nghiệm,Kết quả của phép tính 19 + 6 là bao nhiêu?,25 | 35 | 28 | 22,25,Ta có: 19 + 6 = 25.
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,Điền khuyết,9 + ___ = 13,,4,Số cần điền là 4 vì 9 + 4 = 13.
Lớp 1,Toán,Học kỳ 2,10. Ôn tập cuối năm,Đúng/Sai,"Phép tính 7 + 2 = 9, đúng hay sai?",,Đúng,Phép tính chính xác là 7 + 2 = 9.
Lớp 1,Toán,Học kỳ 1,2. Làm quen với một số hình phẳng,Chuỗi Quy luật,"9, 13, 17, ___, 25",,21,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 1,Toán,Học kỳ 2,10. Ôn tập cuối năm,So sánh,"Điền dấu thích hợp (<, >, =): 10 - 3 ___ 4 + 7",,<,10 - 3 = 7; 4 + 7 = 11. Nên dấu là <.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,Chuỗi Quy luật,"19, 21, 23, ___, 27",,25,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 1,Toán,Học kỳ 2,9. Thời gian. Giờ và lịch,Điền khuyết,9 - ___ = 5,,4,Số cần điền là 4 vì 9 - 4 = 5.
Lớp 1,Toán,Học kỳ 2,9. Thời gian. Giờ và lịch,Kéo thả,8 - 3 = ___,5 | 6 | 4,5,Kéo số 5 vào chỗ trống.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,Trắc nghiệm,Kết quả của phép tính 6 - 6 là bao nhiêu?,0 | 10 | 4 | -1,0,Ta có: 6 - 6 = 0.
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,So sánh,"Điền dấu thích hợp (<, >, =): 13 + 9 ___ 8 + 9",,>,13 + 9 = 22; 8 + 9 = 17. Nên dấu là >.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,Kéo thả,5 - 3 = ___,2 | 3 | 1,2,Kéo số 2 vào chỗ trống.
Lớp 1,Toán,Học kỳ 2,7. Độ dài và Đo độ dài,Kéo thả,15 + 13 = ___,28 | 29 | 27,28,Kéo số 28 vào chỗ trống.
Lớp 1,Toán,Học kỳ 1,1. Các số từ 0 đến 10,So sánh,"Điền dấu thích hợp (<, >, =): 20 + 3 ___ 19 + 12",,<,20 + 3 = 23; 19 + 12 = 31. Nên dấu là <.
Lớp 1,Toán,Học kỳ 1,1. Các số từ 0 đến 10,Kéo thả,14 + 4 = ___,18 | 19 | 17,18,Kéo số 18 vào chỗ trống.
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,Kéo thả,7 - 4 = ___,3 | 4 | 2,3,Kéo số 3 vào chỗ trống.
Lớp 1,Toán,Học kỳ 2,9. Thời gian. Giờ và lịch,Điền khuyết,8 - ___ = 3,,5,Số cần điền là 5 vì 8 - 5 = 3.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,Đúng/Sai,"Phép tính 20 + 9 = 29, đúng hay sai?",,Đúng,Phép tính chính xác là 20 + 9 = 29.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,Chuỗi Quy luật,"4, 6, 8, ___, 12",,10,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,Đúng/Sai,"Phép tính 8 + 6 = 15, đúng hay sai?",,Sai,Phép tính chính xác là 8 + 6 = 14.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,Điền khuyết,8 - ___ = 2,,6,Số cần điền là 6 vì 8 - 6 = 2.
Lớp 1,Toán,Học kỳ 2,7. Độ dài và Đo độ dài,Điền khuyết,13 - ___ = 7,,6,Số cần điền là 6 vì 13 - 6 = 7.
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,Kéo thả,9 + 16 = ___,25 | 26 | 24,25,Kéo số 25 vào chỗ trống.
Lớp 1,Toán,Học kỳ 2,10. Ôn tập cuối năm,Chuỗi Quy luật,"11, 13, 15, ___, 19",,17,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,So sánh,"Điền dấu thích hợp (<, >, =): 10 - 8 ___ 7 + 7",,<,10 - 8 = 2; 7 + 7 = 14. Nên dấu là <.
Lớp 1,Toán,Học kỳ 2,7. Độ dài và Đo độ dài,Đúng/Sai,"Phép tính 17 - 10 = 7, đúng hay sai?",,Đúng,Phép tính chính xác là 17 - 10 = 7.
Lớp 1,Toán,Học kỳ 1,1. Các số từ 0 đến 10,Kéo thả,8 + 7 = ___,15 | 16 | 14,15,Kéo số 15 vào chỗ trống.
Lớp 1,Toán,Học kỳ 2,10. Ôn tập cuối năm,Điền khuyết,10 + ___ = 16,,6,Số cần điền là 6 vì 10 + 6 = 16.
Lớp 1,Toán,Học kỳ 1,1. Các số từ 0 đến 10,Đúng/Sai,"Phép tính 19 - 15 = 9, đúng hay sai?",,Sai,Phép tính chính xác là 19 - 15 = 4.
Lớp 1,Toán,Học kỳ 1,4. Làm quen với một số hình khối,Trắc nghiệm,Kết quả của phép tính 16 - 12 là bao nhiêu?,0 | 9 | 4 | 14,4,Ta có: 16 - 12 = 4.
Lớp 1,Toán,Học kỳ 1,"3. Phép cộng, phép trừ trong phạm vi 10",So sánh,"Điền dấu thích hợp (<, >, =): 7 - 5 ___ 1 + 8",,<,7 - 5 = 2; 1 + 8 = 9. Nên dấu là <.
Lớp 1,Toán,Học kỳ 1,4. Làm quen với một số hình khối,Kéo thả,4 + 1 = ___,5 | 6 | 4,5,Kéo số 5 vào chỗ trống.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,Kéo thả,8 - 2 = ___,6 | 7 | 5,6,Kéo số 6 vào chỗ trống.
Lớp 1,Toán,Học kỳ 2,"8. Phép cộng, phép trừ (không nhớ) trong phạm vi 100",Chuỗi Quy luật,"20, 25, 30, ___, 40",,35,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 1,Toán,Học kỳ 1,1. Các số từ 0 đến 10,So sánh,"Điền dấu thích hợp (<, >, =): 2 + 7 ___ 17 + 7",,<,2 + 7 = 9; 17 + 7 = 24. Nên dấu là <.
Lớp 1,Toán,Học kỳ 1,1. Các số từ 0 đến 10,Điền khuyết,13 - ___ = 9,,4,Số cần điền là 4 vì 13 - 4 = 9.
Lớp 1,Toán,Học kỳ 2,9. Thời gian. Giờ và lịch,Đúng/Sai,"Phép tính 18 - 12 = 6, đúng hay sai?",,Đúng,Phép tính chính xác là 18 - 12 = 6.
Lớp 1,Toán,Học kỳ 1,4. Làm quen với một số hình khối,So sánh,"Điền dấu thích hợp (<, >, =): 3 - 1 ___ 4 + 3",,<,3 - 1 = 2; 4 + 3 = 7. Nên dấu là <.
Lớp 1,Toán,Học kỳ 1,4. Làm quen với một số hình khối,Kéo thả,14 + 5 = ___,19 | 20 | 18,19,Kéo số 19 vào chỗ trống.
Lớp 1,Toán,Học kỳ 2,"8. Phép cộng, phép trừ (không nhớ) trong phạm vi 100",Chuỗi Quy luật,"16, 20, 24, ___, 32",,28,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,So sánh,"Điền dấu thích hợp (<, >, =): 5 + 1 ___ 9 + 7",,<,5 + 1 = 6; 9 + 7 = 16. Nên dấu là <.
Lớp 1,Toán,Học kỳ 1,2. Làm quen với một số hình phẳng,So sánh,"Điền dấu thích hợp (<, >, =): 11 + 12 ___ 6 + 11",,>,11 + 12 = 23; 6 + 11 = 17. Nên dấu là >.
Lớp 1,Toán,Học kỳ 1,4. Làm quen với một số hình khối,Trắc nghiệm,Kết quả của phép tính 7 - 7 là bao nhiêu?,0 | 10 | -4 | 5,0,Ta có: 7 - 7 = 0.
Lớp 1,Toán,Học kỳ 1,2. Làm quen với một số hình phẳng,Trắc nghiệm,Kết quả của phép tính 8 - 2 là bao nhiêu?,16 | 3 | 11 | 6,6,Ta có: 8 - 2 = 6.
Lớp 1,Toán,Học kỳ 1,2. Làm quen với một số hình phẳng,So sánh,"Điền dấu thích hợp (<, >, =): 5 - 2 ___ 6 + 9",,<,5 - 2 = 3; 6 + 9 = 15. Nên dấu là <.
Lớp 1,Toán,Học kỳ 2,7. Độ dài và Đo độ dài,Điền khuyết,15 - ___ = 2,,13,Số cần điền là 13 vì 15 - 13 = 2.
Lớp 1,Toán,Học kỳ 1,5. Ôn tập Học kì 1,Chuỗi Quy luật,"17, 22, 27, ___, 37",,32,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 1,Toán,Học kỳ 1,4. Làm quen với một số hình khối,Đúng/Sai,"Phép tính 7 + 18 = 29, đúng hay sai?",,Sai,Phép tính chính xác là 7 + 18 = 25.
Lớp 1,Toán,Học kỳ 1,2. Làm quen với một số hình phẳng,Đúng/Sai,"Phép tính 7 + 5 = 17, đúng hay sai?",,Sai,Phép tính chính xác là 7 + 5 = 12.
Lớp 1,Toán,Học kỳ 2,7. Độ dài và Đo độ dài,So sánh,"Điền dấu thích hợp (<, >, =): 5 + 7 ___ 13 + 10",,<,5 + 7 = 12; 13 + 10 = 23. Nên dấu là <.
Lớp 1,Toán,Học kỳ 1,1. Các số từ 0 đến 10,Kéo thả,6 + 1 = ___,7 | 8 | 6,7,Kéo số 7 vào chỗ trống.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,Điền khuyết,7 + ___ = 8,,1,Số cần điền là 1 vì 7 + 1 = 8.
Lớp 1,Toán,Học kỳ 2,"8. Phép cộng, phép trừ (không nhớ) trong phạm vi 100",Kéo thả,17 - 9 = ___,8 | 9 | 7,8,Kéo số 8 vào chỗ trống.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,Trắc nghiệm,Kết quả của phép tính 20 - 9 là bao nhiêu?,9 | 11 | 21 | 14,11,Ta có: 20 - 9 = 11.
Lớp 1,Toán,Học kỳ 1,4. Làm quen với một số hình khối,Điền khuyết,10 - ___ = 0,,10,Số cần điền là 10 vì 10 - 10 = 0.
Lớp 1,Toán,Học kỳ 2,10. Ôn tập cuối năm,Chuỗi Quy luật,"10, 15, 20, ___, 30",,25,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 1,Toán,Học kỳ 2,"8. Phép cộng, phép trừ (không nhớ) trong phạm vi 100",Trắc nghiệm,Kết quả của phép tính 7 + 9 là bao nhiêu?,16 | 26 | 11 | 21,16,Ta có: 7 + 9 = 16.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,Đúng/Sai,"Phép tính 10 + 10 = 20, đúng hay sai?",,Đúng,Phép tính chính xác là 10 + 10 = 20.
Lớp 1,Toán,Học kỳ 2,"8. Phép cộng, phép trừ (không nhớ) trong phạm vi 100",Điền khuyết,6 + ___ = 10,,4,Số cần điền là 4 vì 6 + 4 = 10.
Lớp 1,Toán,Học kỳ 1,4. Làm quen với một số hình khối,Đúng/Sai,"Phép tính 14 + 2 = 16, đúng hay sai?",,Đúng,Phép tính chính xác là 14 + 2 = 16.
Lớp 1,Toán,Học kỳ 2,9. Thời gian. Giờ và lịch,Trắc nghiệm,Kết quả của phép tính 13 + 18 là bao nhiêu?,32 | 41 | 29 | 31,31,Ta có: 13 + 18 = 31.
Lớp 1,Toán,Học kỳ 2,6. Các số đến 100,Trắc nghiệm,Kết quả của phép tính 3 + 9 là bao nhiêu?,8 | 12 | 22 | 15,12,Ta có: 3 + 9 = 12.
Lớp 1,Toán,Học kỳ 1,4. Làm quen với một số hình khối,Trắc nghiệm,Kết quả của phép tính 7 + 1 là bao nhiêu?,8 | 18 | 12 | 4,8,Ta có: 7 + 1 = 8.
Lớp 1,Toán,Học kỳ 2,10. Ôn tập cuối năm,So sánh,"Điền dấu thích hợp (<, >, =): 20 - 10 ___ 13 + 4",,<,20 - 10 = 10; 13 + 4 = 17. Nên dấu là <.
