Cấp lớp,Môn học,Học kỳ,Chủ đề,Loại câu hỏi,Câu hỏi,Lựa chọn,Đáp án đúng,Lời giải chi tiết
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",Kéo thả,782 - 462 = ___,320 | 321 | 319,320,Kéo số 320 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,"9. Chu vi, diện tích một số hình phẳng",Điền khuyết,1655 - ___ = 600,,1055,Số cần điền là 1055 vì 1655 - 1055 = 600.
Lớp 3,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Đúng/Sai,"Phép tính 1820 - 1499 = 323, đúng hay sai?",,Sai,Phép tính chính xác là 1820 - 1499 = 321.
Lớp 3,Toán,Học kỳ 2,"15. Làm quen với yếu tố Thống kê, Xác suất",So sánh,"Điền dấu thích hợp (<, >, =): 1455 + 415 ___ 1609 + 79",,>,1455 + 415 = 1870; 1609 + 79 = 1688. Nên dấu là >.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,Điền khuyết,1125 - ___ = 23,,1102,Số cần điền là 1102 vì 1125 - 1102 = 23.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",So sánh,"Điền dấu thích hợp (<, >, =): 329 + 174 ___ 478 + 811",,<,329 + 174 = 503; 478 + 811 = 1289. Nên dấu là <.
Lớp 3,Toán,Học kỳ 1,"5. Một số đơn vị đo độ dài, khối lượng, dung tích, nhiệt độ",So sánh,"Điền dấu thích hợp (<, >, =): 1493 - 969 ___ 1753 + 646",,<,1493 - 969 = 524; 1753 + 646 = 2399. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,"9. Chu vi, diện tích một số hình phẳng",So sánh,"Điền dấu thích hợp (<, >, =): 419 + 252 ___ 55 + 504",,>,419 + 252 = 671; 55 + 504 = 559. Nên dấu là >.
Lớp 3,Toán,Học kỳ 2,"9. Chu vi, diện tích một số hình phẳng",So sánh,"Điền dấu thích hợp (<, >, =): 1760 - 1541 ___ 255 + 1038",,<,1760 - 1541 = 219; 255 + 1038 = 1293. Nên dấu là <.
Lớp 3,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Chuỗi Quy luật,"18, 22, 26, ___, 34",,30,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",Điền khuyết,254 + ___ = 601,,347,Số cần điền là 347 vì 254 + 347 = 601.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Trắc nghiệm,Kết quả của phép tính 186 - 37 là bao nhiêu?,159 | 154 | 149 | 146,149,Ta có: 186 - 37 = 149.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,So sánh,"Điền dấu thích hợp (<, >, =): 1224 - 93 ___ 1895 + 1483",,<,1224 - 93 = 1131; 1895 + 1483 = 3378. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,"9. Chu vi, diện tích một số hình phẳng",Đúng/Sai,"Phép tính 1656 - 120 = 1536, đúng hay sai?",,Đúng,Phép tính chính xác là 1656 - 120 = 1536.
Lớp 3,Toán,Học kỳ 2,13. Xem đồng hồ. Tháng - năm. Tiền Việt Nam,Kéo thả,732 + 124 = ___,856 | 857 | 855,856,Kéo số 856 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Điền khuyết,390 + ___ = 1272,,882,Số cần điền là 882 vì 390 + 882 = 1272.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,Chuỗi Quy luật,"5, 7, 9, ___, 13",,11,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Đúng/Sai,"Phép tính 652 + 155 = 809, đúng hay sai?",,Sai,Phép tính chính xác là 652 + 155 = 807.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",Điền khuyết,1842 - ___ = 526,,1316,Số cần điền là 1316 vì 1842 - 1316 = 526.
Lớp 3,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Trắc nghiệm,Kết quả của phép tính 559 + 963 là bao nhiêu?,1520 | 1522 | 1532 | 1527,1522,Ta có: 559 + 963 = 1522.
Lớp 3,Toán,Học kỳ 1,"2. Bảng nhân, bảng chia",Trắc nghiệm,Kết quả của phép tính 106 + 288 là bao nhiêu?,393 | 394 | 396 | 404,394,Ta có: 106 + 288 = 394.
Lớp 3,Toán,Học kỳ 2,13. Xem đồng hồ. Tháng - năm. Tiền Việt Nam,Chuỗi Quy luật,"19, 21, 23, ___, 27",,25,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,11. Các số đến 100 000,Kéo thả,1438 - 689 = ___,749 | 750 | 748,749,Kéo số 749 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Chuỗi Quy luật,"5, 8, 11, ___, 17",,14,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Kéo thả,941 - 925 = ___,16 | 17 | 15,16,Kéo số 16 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,"5. Một số đơn vị đo độ dài, khối lượng, dung tích, nhiệt độ",Điền khuyết,754 - ___ = 124,,630,Số cần điền là 630 vì 754 - 630 = 124.
Lớp 3,Toán,Học kỳ 1,"4. Phép nhân, phép chia trong phạm vi 100",Trắc nghiệm,Kết quả của phép tính 902 + 57 là bao nhiêu?,969 | 963 | 956 | 959,959,Ta có: 902 + 57 = 959.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,Chuỗi Quy luật,"14, 19, 24, ___, 34",,29,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Kéo thả,112 + 1579 = ___,1691 | 1692 | 1690,1691,Kéo số 1691 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,"6. Phép nhân, phép chia trong phạm vi 1 000",So sánh,"Điền dấu thích hợp (<, >, =): 1 + 932 ___ 69 + 925",,<,1 + 932 = 933; 69 + 925 = 994. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",So sánh,"Điền dấu thích hợp (<, >, =): 1275 + 1967 ___ 1583 + 761",,>,1275 + 1967 = 3242; 1583 + 761 = 2344. Nên dấu là >.
Lớp 3,Toán,Học kỳ 2,"10. Cộng, trừ, nhân, chia trong phạm vi 10 000",Đúng/Sai,"Phép tính 908 + 239 = 1147, đúng hay sai?",,Đúng,Phép tính chính xác là 908 + 239 = 1147.
Lớp 3,Toán,Học kỳ 2,"14. Nhân, chia trong phạm vi 100 000",Kéo thả,885 - 302 = ___,583 | 584 | 582,583,Kéo số 583 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,Điền khuyết,261 + ___ = 479,,218,Số cần điền là 218 vì 261 + 218 = 479.
Lớp 3,Toán,Học kỳ 2,"15. Làm quen với yếu tố Thống kê, Xác suất",Chuỗi Quy luật,"20, 25, 30, ___, 40",,35,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 3,Toán,Học kỳ 1,1. Ôn tập và bổ sung,So sánh,"Điền dấu thích hợp (<, >, =): 229 - 97 ___ 629 + 650",,<,229 - 97 = 132; 629 + 650 = 1279. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,"15. Làm quen với yếu tố Thống kê, Xác suất",Chuỗi Quy luật,"10, 12, 14, ___, 18",,16,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Đúng/Sai,"Phép tính 850 - 575 = 275, đúng hay sai?",,Đúng,Phép tính chính xác là 850 - 575 = 275.
Lớp 3,Toán,Học kỳ 2,13. Xem đồng hồ. Tháng - năm. Tiền Việt Nam,So sánh,"Điền dấu thích hợp (<, >, =): 31 + 1651 ___ 1446 + 982",,<,31 + 1651 = 1682; 1446 + 982 = 2428. Nên dấu là <.
Lớp 3,Toán,Học kỳ 1,"4. Phép nhân, phép chia trong phạm vi 100",Chuỗi Quy luật,"16, 21, 26, ___, 36",,31,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",Trắc nghiệm,Kết quả của phép tính 702 - 388 là bao nhiêu?,313 | 314 | 324 | 317,314,Ta có: 702 - 388 = 314.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,Kéo thả,830 + 1160 = ___,1990 | 1991 | 1989,1990,Kéo số 1990 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Đúng/Sai,"Phép tính 691 - 342 = 349, đúng hay sai?",,Đúng,Phép tính chính xác là 691 - 342 = 349.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Đúng/Sai,"Phép tính 1188 - 195 = 993, đúng hay sai?",,Đúng,Phép tính chính xác là 1188 - 195 = 993.
Lớp 3,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Trắc nghiệm,Kết quả của phép tính 700 + 131 là bao nhiêu?,841 | 834 | 829 | 831,831,Ta có: 700 + 131 = 831.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Đúng/Sai,"Phép tính 415 - 116 = 299, đúng hay sai?",,Đúng,Phép tính chính xác là 415 - 116 = 299.
Lớp 3,Toán,Học kỳ 2,"14. Nhân, chia trong phạm vi 100 000",So sánh,"Điền dấu thích hợp (<, >, =): 291 + 63 ___ 828 + 879",,<,291 + 63 = 354; 828 + 879 = 1707. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Đúng/Sai,"Phép tính 989 + 978 = 1967, đúng hay sai?",,Đúng,Phép tính chính xác là 989 + 978 = 1967.
Lớp 3,Toán,Học kỳ 1,"5. Một số đơn vị đo độ dài, khối lượng, dung tích, nhiệt độ",Kéo thả,246 + 919 = ___,1165 | 1166 | 1164,1165,Kéo số 1165 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,"2. Bảng nhân, bảng chia",Đúng/Sai,"Phép tính 782 + 216 = 1002, đúng hay sai?",,Sai,Phép tính chính xác là 782 + 216 = 998.
Lớp 3,Toán,Học kỳ 2,"15. Làm quen với yếu tố Thống kê, Xác suất",Đúng/Sai,"Phép tính 1208 + 660 = 1868, đúng hay sai?",,Đúng,Phép tính chính xác là 1208 + 660 = 1868.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Đúng/Sai,"Phép tính 684 + 114 = 801, đúng hay sai?",,Sai,Phép tính chính xác là 684 + 114 = 798.
Lớp 3,Toán,Học kỳ 2,"10. Cộng, trừ, nhân, chia trong phạm vi 10 000",Điền khuyết,489 + ___ = 723,,234,Số cần điền là 234 vì 489 + 234 = 723.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Chuỗi Quy luật,"15, 20, 25, ___, 35",,30,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Chuỗi Quy luật,"14, 18, 22, ___, 30",,26,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,"9. Chu vi, diện tích một số hình phẳng",Đúng/Sai,"Phép tính 803 - 174 = 629, đúng hay sai?",,Đúng,Phép tính chính xác là 803 - 174 = 629.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Đúng/Sai,"Phép tính 1158 + 1921 = 3082, đúng hay sai?",,Sai,Phép tính chính xác là 1158 + 1921 = 3079.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Chuỗi Quy luật,"19, 22, 25, ___, 31",,28,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,"10. Cộng, trừ, nhân, chia trong phạm vi 10 000",Đúng/Sai,"Phép tính 801 - 106 = 697, đúng hay sai?",,Sai,Phép tính chính xác là 801 - 106 = 695.
Lớp 3,Toán,Học kỳ 1,"5. Một số đơn vị đo độ dài, khối lượng, dung tích, nhiệt độ",Đúng/Sai,"Phép tính 378 + 493 = 871, đúng hay sai?",,Đúng,Phép tính chính xác là 378 + 493 = 871.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Kéo thả,1692 - 700 = ___,992 | 993 | 991,992,Kéo số 992 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,"5. Một số đơn vị đo độ dài, khối lượng, dung tích, nhiệt độ",Trắc nghiệm,Kết quả của phép tính 1988 - 532 là bao nhiêu?,1456 | 1457 | 1466 | 1455,1456,Ta có: 1988 - 532 = 1456.
Lớp 3,Toán,Học kỳ 2,"14. Nhân, chia trong phạm vi 100 000",Kéo thả,931 - 646 = ___,285 | 286 | 284,285,Kéo số 285 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,"10. Cộng, trừ, nhân, chia trong phạm vi 10 000",Chuỗi Quy luật,"18, 21, 24, ___, 30",,27,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",Đúng/Sai,"Phép tính 1498 - 1153 = 350, đúng hay sai?",,Sai,Phép tính chính xác là 1498 - 1153 = 345.
Lớp 3,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Kéo thả,1655 - 1487 = ___,168 | 169 | 167,168,Kéo số 168 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,8. Các số đến 10 000,Kéo thả,331 - 27 = ___,304 | 305 | 303,304,Kéo số 304 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,7. Ôn tập Học kì 1,So sánh,"Điền dấu thích hợp (<, >, =): 827 + 100 ___ 26 + 578",,>,827 + 100 = 927; 26 + 578 = 604. Nên dấu là >.
Lớp 3,Toán,Học kỳ 1,"2. Bảng nhân, bảng chia",Trắc nghiệm,Kết quả của phép tính 724 - 79 là bao nhiêu?,640 | 645 | 646 | 655,645,Ta có: 724 - 79 = 645.
Lớp 3,Toán,Học kỳ 1,"4. Phép nhân, phép chia trong phạm vi 100",Chuỗi Quy luật,"14, 19, 24, ___, 34",,29,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 3,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Đúng/Sai,"Phép tính 486 + 694 = 1180, đúng hay sai?",,Đúng,Phép tính chính xác là 486 + 694 = 1180.
Lớp 3,Toán,Học kỳ 2,13. Xem đồng hồ. Tháng - năm. Tiền Việt Nam,Trắc nghiệm,Kết quả của phép tính 459 - 49 là bao nhiêu?,408 | 412 | 410 | 420,410,Ta có: 459 - 49 = 410.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",So sánh,"Điền dấu thích hợp (<, >, =): 1512 + 1479 ___ 1828 + 1324",,<,1512 + 1479 = 2991; 1828 + 1324 = 3152. Nên dấu là <.
Lớp 3,Toán,Học kỳ 2,"10. Cộng, trừ, nhân, chia trong phạm vi 10 000",Chuỗi Quy luật,"16, 21, 26, ___, 36",,31,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Trắc nghiệm,Kết quả của phép tính 889 - 312 là bao nhiêu?,577 | 579 | 587 | 572,577,Ta có: 889 - 312 = 577.
Lớp 3,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Kéo thả,1575 - 104 = ___,1471 | 1472 | 1470,1471,Kéo số 1471 vào chỗ trống.
Lớp 3,Toán,Học kỳ 1,"6. Phép nhân, phép chia trong phạm vi 1 000",Chuỗi Quy luật,"10, 12, 14, ___, 18",,16,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Chuỗi Quy luật,"13, 15, 17, ___, 21",,19,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 3,Toán,Học kỳ 2,16. Ôn tập cuối năm,Trắc nghiệm,Kết quả của phép tính 1252 + 1630 là bao nhiêu?,2880 | 2882 | 2892 | 2887,2882,Ta có: 1252 + 1630 = 2882.
Lớp 3,Toán,Học kỳ 1,"2. Bảng nhân, bảng chia",Điền khuyết,838 - ___ = 614,,224,Số cần điền là 224 vì 838 - 224 = 614.
Lớp 3,Toán,Học kỳ 2,13. Xem đồng hồ. Tháng - năm. Tiền Việt Nam,Kéo thả,1023 - 773 = ___,250 | 251 | 249,250,Kéo số 250 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,13. Xem đồng hồ. Tháng - năm. Tiền Việt Nam,Chuỗi Quy luật,"18, 21, 24, ___, 30",,27,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 3,Toán,Học kỳ 1,"5. Một số đơn vị đo độ dài, khối lượng, dung tích, nhiệt độ",Điền khuyết,1012 - ___ = 192,,820,Số cần điền là 820 vì 1012 - 820 = 192.
Lớp 3,Toán,Học kỳ 2,"15. Làm quen với yếu tố Thống kê, Xác suất",Điền khuyết,1913 - ___ = 640,,1273,Số cần điền là 1273 vì 1913 - 1273 = 640.
Lớp 3,Toán,Học kỳ 2,"9. Chu vi, diện tích một số hình phẳng",Kéo thả,753 - 354 = ___,399 | 400 | 398,399,Kéo số 399 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",Đúng/Sai,"Phép tính 107 + 901 = 1011, đúng hay sai?",,Sai,Phép tính chính xác là 107 + 901 = 1008.
Lớp 3,Toán,Học kỳ 1,"2. Bảng nhân, bảng chia",Kéo thả,518 - 272 = ___,246 | 247 | 245,246,Kéo số 246 vào chỗ trống.
Lớp 3,Toán,Học kỳ 2,13. Xem đồng hồ. Tháng - năm. Tiền Việt Nam,Trắc nghiệm,Kết quả của phép tính 816 - 196 là bao nhiêu?,620 | 621 | 630 | 615,620,Ta có: 816 - 196 = 620.
Lớp 3,Toán,Học kỳ 2,"12. Cộng, trừ trong phạm vi 100 000",Điền khuyết,1512 - ___ = 726,,786,Số cần điền là 786 vì 1512 - 786 = 726.
Lớp 3,Toán,Học kỳ 2,"14. Nhân, chia trong phạm vi 100 000",So sánh,"Điền dấu thích hợp (<, >, =): 1902 - 1255 ___ 1597 + 487",,<,1902 - 1255 = 647; 1597 + 487 = 2084. Nên dấu là <.
Lớp 3,Toán,Học kỳ 1,"3. Làm quen với hình phẳng, hình khối",Trắc nghiệm,Kết quả của phép tính 1484 - 528 là bao nhiêu?,956 | 957 | 966 | 951,956,Ta có: 1484 - 528 = 956.
Lớp 3,Toán,Học kỳ 1,"6. Phép nhân, phép chia trong phạm vi 1 000",Điền khuyết,756 - ___ = 259,,497,Số cần điền là 497 vì 756 - 497 = 259.
Lớp 3,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Đúng/Sai,"Phép tính 119 + 274 = 395, đúng hay sai?",,Sai,Phép tính chính xác là 119 + 274 = 393.
Lớp 3,Toán,Học kỳ 2,13. Xem đồng hồ. Tháng - năm. Tiền Việt Nam,Điền khuyết,1125 + ___ = 2357,,1232,Số cần điền là 1232 vì 1125 + 1232 = 2357.
Lớp 3,Toán,Học kỳ 2,"9. Chu vi, diện tích một số hình phẳng",Trắc nghiệm,Kết quả của phép tính 359 + 646 là bao nhiêu?,1002 | 1005 | 1006 | 1015,1005,Ta có: 359 + 646 = 1005.
