Cấp lớp,Môn học,Học kỳ,Chủ đề,Loại câu hỏi,Câu hỏi,Lựa chọn,Đáp án đúng,Lời giải chi tiết
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Lá lành đùm lá ___,,rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Kéo thả,Kéo từ 'ông bà' vào ô thích hợp: Em rất yêu ___ của mình.,ông bà | cục đá | bão táp,ông bà,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Kéo thả,Kéo thả để ghép đúng câu: Lá lành ___.,đùm lá rách | thì sẽ thất bại | không cần ai,đùm lá rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong phát triển luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong mát mẻ luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong học tập luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong lịch sử luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Kéo thả,Kéo từ 'thầy cô' vào ô thích hợp: Em rất yêu ___ của mình.,thầy cô | cục đá | bão táp,thầy cô,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Kéo thả,Kéo thả để ghép đúng câu: Có công mài sắt ___.,có ngày nên kim | thì sẽ thất bại | không cần ai,có ngày nên kim,Câu hoàn chỉnh: Có công mài sắt có ngày nên kim
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Kéo thả,Kéo thả để ghép đúng câu: Uống nước ___.,nhớ nguồn | thì sẽ thất bại | không cần ai,nhớ nguồn,Câu hoàn chỉnh: Uống nước nhớ nguồn
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Kéo thả,Kéo thả để ghép đúng câu: Uống nước ___.,nhớ nguồn | thì sẽ thất bại | không cần ai,nhớ nguồn,Câu hoàn chỉnh: Uống nước nhớ nguồn
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Tôn sư trọng ___,,đạo,Câu hoàn chỉnh: Tôn sư trọng đạo
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Kéo thả,"Kéo thả để ghép đúng câu: Gần mực thì đen, ___.",gần đèn thì rạng | thì sẽ thất bại | không cần ai,gần đèn thì rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Kéo thả,Kéo từ 'ông bà' vào ô thích hợp: Em rất yêu ___ của mình.,ông bà | cục đá | bão táp,ông bà,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Kéo thả,Kéo từ 'chăm chỉ' vào ô thích hợp: Em rất yêu ___ của mình.,chăm chỉ | cục đá | bão táp,chăm chỉ,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Kéo thả,Kéo thả để ghép đúng câu: Tôn sư ___.,trọng đạo | thì sẽ thất bại | không cần ai,trọng đạo,Câu hoàn chỉnh: Tôn sư trọng đạo
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong đất nước luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong mặt trời luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Trắc nghiệm,"Trong câu: 'Mùa xuân, lịch sử thật đẹp.', từ 'lịch sử' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'lịch sử' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Kéo thả,Kéo thả để ghép đúng câu: Có công mài sắt ___.,có ngày nên kim | thì sẽ thất bại | không cần ai,có ngày nên kim,Câu hoàn chỉnh: Có công mài sắt có ngày nên kim
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong đất nước luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Trắc nghiệm,"Trong câu: 'Mùa xuân, phát triển thật đẹp.', từ 'phát triển' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'phát triển' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Kéo thả,Kéo từ 'ngôi nhà chung' vào ô thích hợp: Em rất yêu ___ của mình.,ngôi nhà chung | cục đá | bão táp,ngôi nhà chung,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,chim chóc | chim chóc | chim chóc | chim chóc x,chim chóc,'chim chóc' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Trắc nghiệm,"Trong câu: 'Mùa xuân, quê hương thật đẹp.', từ 'quê hương' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'quê hương' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong văn hóa luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong cây xanh luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,tổ ấm | tổ ấm | tổ ấm | tổ ấm x,tổ ấm,'tổ ấm' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong anh chị em luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Trắc nghiệm,"Trong câu: 'Mùa xuân, chăm sóc thật đẹp.', từ 'chăm sóc' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'chăm sóc' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Kéo thả,Kéo từ 'lịch sử' vào ô thích hợp: Em rất yêu ___ của mình.,lịch sử | cục đá | bão táp,lịch sử,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,biển cả | biển cả | biển cả | biển cả x,biển cả,'biển cả' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Tôn sư trọng ___,,đạo,Câu hoàn chỉnh: Tôn sư trọng đạo
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Điền khuyết,"Điền từ còn thiếu vào câu tục ngữ: Gần mực thì đen, gần đèn thì ___",,rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Có công mài sắt có ngày nên ___,,kim,Câu hoàn chỉnh: Có công mài sắt có ngày nên kim
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Kéo thả,Kéo từ 'đất nước' vào ô thích hợp: Em rất yêu ___ của mình.,đất nước | cục đá | bão táp,đất nước,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Lá lành đùm lá ___,,rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Trắc nghiệm,"Trong câu: 'Mùa xuân, cây xanh thật đẹp.', từ 'cây xanh' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'cây xanh' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong sách vở luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Lá lành đùm lá ___,,rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Lá lành đùm lá ___,,rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Lá lành đùm lá ___,,rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Trắc nghiệm,"Trong câu: 'Mùa xuân, tổ ấm thật đẹp.', từ 'tổ ấm' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'tổ ấm' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Điền khuyết,"Điền từ còn thiếu vào câu tục ngữ: Gần mực thì đen, gần đèn thì ___",,rạng,"Câu hoàn chỉnh: Gần mực thì đen, gần đèn thì rạng"
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Trắc nghiệm,"Trong câu: 'Mùa xuân, chăm chỉ thật đẹp.', từ 'chăm chỉ' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'chăm chỉ' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Kéo thả,Kéo thả để ghép đúng câu: Có công mài sắt ___.,có ngày nên kim | thì sẽ thất bại | không cần ai,có ngày nên kim,Câu hoàn chỉnh: Có công mài sắt có ngày nên kim
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,sân chơi | xân chơi | sân chơi | sân chơi x,sân chơi,'sân chơi' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Trắc nghiệm,"Trong câu: 'Mùa xuân, phát triển thật đẹp.', từ 'phát triển' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'phát triển' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Uống nước nhớ ___,,nguồn,Câu hoàn chỉnh: Uống nước nhớ nguồn
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong lớp học luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,con người | con người | con người | con người x,con người,'con người' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong chăm sóc luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong rực rỡ luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Kéo thả,Kéo thả để ghép đúng câu: Lá lành ___.,đùm lá rách | thì sẽ thất bại | không cần ai,đùm lá rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Kéo thả,Kéo thả để ghép đúng câu: Tôn sư ___.,trọng đạo | thì sẽ thất bại | không cần ai,trọng đạo,Câu hoàn chỉnh: Tôn sư trọng đạo
Lớp 2,Tiếng Việt,Học kỳ 2,7. Giao tiếp và kết nối,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Lá lành đùm lá ___,,rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 2,9. Việt Nam quê hương em,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong bảo vệ luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Trắc nghiệm,"Trong câu: 'Mùa xuân, cây xanh thật đẹp.', từ 'cây xanh' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'cây xanh' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Điền khuyết,Điền từ thích hợp: Mỗi ngày đến trường là một ngày ___.,,vui,Thành ngữ quen thuộc về mái trường.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Kéo thả,Kéo từ 'gia đình' vào ô thích hợp: Em rất yêu ___ của mình.,gia đình | cục đá | bão táp,gia đình,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Trắc nghiệm,"Trong câu: 'Mùa xuân, đất nước thật đẹp.', từ 'đất nước' thuộc từ loại gì?",Danh từ | Động từ | Tính từ | Đại từ,Danh từ,'đất nước' chỉ sự vật/hiện tượng nên là danh từ.
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong đất nước luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Kéo thả,Kéo thả để ghép đúng câu: Lá lành ___.,đùm lá rách | thì sẽ thất bại | không cần ai,đùm lá rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong ngôi nhà chung luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong học tập luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Kéo thả,Kéo từ 'văn hóa' vào ô thích hợp: Em rất yêu ___ của mình.,văn hóa | cục đá | bão táp,văn hóa,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 1,2. Đi học vui sao,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,chăm chỉ | chăm chỉ | chăm chỉ | chăm chỉ x,chăm chỉ,'chăm chỉ' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,bảo vệ | bảo vệ | bảo vệ | bảo vệ x,bảo vệ,'bảo vệ' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,chim chóc | chim chóc | chim chóc | chim chóc x,chim chóc,'chim chóc' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong chăm sóc luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong con người luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Trắc nghiệm,Từ nào sau đây viết đúng chính tả?,lịch sử | lịch xử | nịch sử | lịch sử x,lịch sử,'lịch sử' là cách viết đúng chính tả.
Lớp 2,Tiếng Việt,Học kỳ 2,8. Con người Việt Nam,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong quê hương luôn yêu thương nhau.', đúng hay sai?",,Đúng,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 2,6. Hành tinh xanh của em,Kéo thả,Kéo thả để ghép đúng câu: Lá lành ___.,đùm lá rách | thì sẽ thất bại | không cần ai,đùm lá rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 2,5. Vẻ đẹp quanh em,Đúng/Sai,"Câu văn sau có ý nghĩa phù hợp: 'Mọi người trong chim chóc luôn ghét bỏ nhau.', đúng hay sai?",,Sai,Ý nghĩa câu phải logic và tích cực.
Lớp 2,Tiếng Việt,Học kỳ 1,1. Em lớn lên từng ngày,Điền khuyết,Điền từ còn thiếu vào câu tục ngữ: Lá lành đùm lá ___,,rách,Câu hoàn chỉnh: Lá lành đùm lá rách
Lớp 2,Tiếng Việt,Học kỳ 1,3. Niềm vui tuổi thơ,Kéo thả,Kéo từ 'mát mẻ' vào ô thích hợp: Em rất yêu ___ của mình.,mát mẻ | cục đá | bão táp,mát mẻ,Phù hợp ngữ cảnh.
Lớp 2,Tiếng Việt,Học kỳ 1,4. Mái ấm gia đình,Kéo thả,Kéo từ 'ngôi nhà chung' vào ô thích hợp: Em rất yêu ___ của mình.,ngôi nhà chung | cục đá | bão táp,ngôi nhà chung,Phù hợp ngữ cảnh.
