Cấp lớp,Môn học,Học kỳ,Chủ đề,Loại câu hỏi,Câu hỏi,Lựa chọn,Đáp án đúng,Lời giải chi tiết
Lớp 4,Toán,Học kỳ 2,8. Phép nhân và phép chia,Điền khuyết,9537 - ___ = 9398,,139,Số cần điền là 139 vì 9537 - 139 = 9398.
Lớp 4,Toán,Học kỳ 2,"11. Phép cộng, phép trừ Phân số",Chuỗi Quy luật,"9, 13, 17, ___, 25",,21,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 4,Toán,Học kỳ 2,8. Phép nhân và phép chia,Điền khuyết,4218 - ___ = 1456,,2762,Số cần điền là 2762 vì 4218 - 2762 = 1456.
Lớp 4,Toán,Học kỳ 2,13. Ôn tập cuối năm,Điền khuyết,2912 - ___ = 2383,,529,Số cần điền là 529 vì 2912 - 529 = 2383.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,Chuỗi Quy luật,"10, 12, 14, ___, 18",,16,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 4,Toán,Học kỳ 2,"12. Phép nhân, phép chia Phân số",Đúng/Sai,"Phép tính 19639 - 5245 = 14398, đúng hay sai?",,Sai,Phép tính chính xác là 19639 - 5245 = 14394.
Lớp 4,Toán,Học kỳ 2,10. Phân số,So sánh,"Điền dấu thích hợp (<, >, =): 9556 - 8814 ___ 2785 + 6503",,<,9556 - 8814 = 742; 2785 + 6503 = 9288. Nên dấu là <.
Lớp 4,Toán,Học kỳ 1,2. Góc và đơn vị đo góc,Kéo thả,4651 + 84 = ___,4735 | 4736 | 4734,4735,Kéo số 4735 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,5. Phép cộng và phép trừ,Trắc nghiệm,Kết quả của phép tính 17959 - 17283 là bao nhiêu?,673 | 676 | 686 | 679,676,Ta có: 17959 - 17283 = 676.
Lớp 4,Toán,Học kỳ 2,10. Phân số,Đúng/Sai,"Phép tính 19224 - 16250 = 2974, đúng hay sai?",,Đúng,Phép tính chính xác là 19224 - 16250 = 2974.
Lớp 4,Toán,Học kỳ 2,"11. Phép cộng, phép trừ Phân số",So sánh,"Điền dấu thích hợp (<, >, =): 12568 - 10665 ___ 1380 + 19361",,<,12568 - 10665 = 1903; 1380 + 19361 = 20741. Nên dấu là <.
Lớp 4,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Điền khuyết,2290 + ___ = 8051,,5761,Số cần điền là 5761 vì 2290 + 5761 = 8051.
Lớp 4,Toán,Học kỳ 2,13. Ôn tập cuối năm,Trắc nghiệm,Kết quả của phép tính 5032 + 4967 là bao nhiêu?,10009 | 9995 | 10004 | 9999,9999,Ta có: 5032 + 4967 = 9999.
Lớp 4,Toán,Học kỳ 2,13. Ôn tập cuối năm,Kéo thả,7319 + 8257 = ___,15576 | 15577 | 15575,15576,Kéo số 15576 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,3. Số có nhiều chữ số,Kéo thả,9221 + 4823 = ___,14044 | 14045 | 14043,14044,Kéo số 14044 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Chuỗi Quy luật,"11, 16, 21, ___, 31",,26,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 4,Toán,Học kỳ 2,8. Phép nhân và phép chia,Chuỗi Quy luật,"15, 18, 21, ___, 27",,24,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 4,Toán,Học kỳ 2,8. Phép nhân và phép chia,Đúng/Sai,"Phép tính 2839 + 288 = 3127, đúng hay sai?",,Đúng,Phép tính chính xác là 2839 + 288 = 3127.
Lớp 4,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Đúng/Sai,"Phép tính 15105 + 13662 = 28767, đúng hay sai?",,Đúng,Phép tính chính xác là 15105 + 13662 = 28767.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,So sánh,"Điền dấu thích hợp (<, >, =): 15155 - 6870 ___ 3389 + 10007",,<,15155 - 6870 = 8285; 3389 + 10007 = 13396. Nên dấu là <.
Lớp 4,Toán,Học kỳ 1,2. Góc và đơn vị đo góc,Đúng/Sai,"Phép tính 9851 - 8704 = 1150, đúng hay sai?",,Sai,Phép tính chính xác là 9851 - 8704 = 1147.
Lớp 4,Toán,Học kỳ 1,3. Số có nhiều chữ số,So sánh,"Điền dấu thích hợp (<, >, =): 5515 + 15461 ___ 7670 + 13995",,<,5515 + 15461 = 20976; 7670 + 13995 = 21665. Nên dấu là <.
Lớp 4,Toán,Học kỳ 1,2. Góc và đơn vị đo góc,Trắc nghiệm,Kết quả của phép tính 11711 - 1240 là bao nhiêu?,10481 | 10468 | 10476 | 10471,10471,Ta có: 11711 - 1240 = 10471.
Lớp 4,Toán,Học kỳ 2,13. Ôn tập cuối năm,Chuỗi Quy luật,"4, 9, 14, ___, 24",,19,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 4,Toán,Học kỳ 2,10. Phân số,Kéo thả,6496 - 744 = ___,5752 | 5753 | 5751,5752,Kéo số 5752 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,5. Phép cộng và phép trừ,Điền khuyết,3068 + ___ = 6085,,3017,Số cần điền là 3017 vì 3068 + 3017 = 6085.
Lớp 4,Toán,Học kỳ 2,"9. Làm quen với yếu tố Thống kê, Xác suất",Chuỗi Quy luật,"4, 9, 14, ___, 24",,19,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,Điền khuyết,3663 + ___ = 6013,,2350,Số cần điền là 2350 vì 3663 + 2350 = 6013.
Lớp 4,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Đúng/Sai,"Phép tính 16256 + 5407 = 21667, đúng hay sai?",,Sai,Phép tính chính xác là 16256 + 5407 = 21663.
Lớp 4,Toán,Học kỳ 2,8. Phép nhân và phép chia,So sánh,"Điền dấu thích hợp (<, >, =): 10400 - 8428 ___ 10755 + 17184",,<,10400 - 8428 = 1972; 10755 + 17184 = 27939. Nên dấu là <.
Lớp 4,Toán,Học kỳ 1,2. Góc và đơn vị đo góc,Điền khuyết,5221 - ___ = 130,,5091,Số cần điền là 5091 vì 5221 - 5091 = 130.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,Điền khuyết,13023 - ___ = 3009,,10014,Số cần điền là 10014 vì 13023 - 10014 = 3009.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,Trắc nghiệm,Kết quả của phép tính 17413 - 10651 là bao nhiêu?,6762 | 6772 | 6765 | 6758,6762,Ta có: 17413 - 10651 = 6762.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,Đúng/Sai,"Phép tính 8988 - 6771 = 2217, đúng hay sai?",,Đúng,Phép tính chính xác là 8988 - 6771 = 2217.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,Trắc nghiệm,Kết quả của phép tính 14216 + 10748 là bao nhiêu?,24969 | 24961 | 24964 | 24974,24964,Ta có: 14216 + 10748 = 24964.
Lớp 4,Toán,Học kỳ 2,8. Phép nhân và phép chia,Chuỗi Quy luật,"19, 21, 23, ___, 27",,25,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 4,Toán,Học kỳ 1,5. Phép cộng và phép trừ,Kéo thả,3164 - 3083 = ___,81 | 82 | 80,81,Kéo số 81 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,5. Phép cộng và phép trừ,Trắc nghiệm,Kết quả của phép tính 17110 + 12205 là bao nhiêu?,29315 | 29325 | 29310 | 29319,29315,Ta có: 17110 + 12205 = 29315.
Lớp 4,Toán,Học kỳ 2,"12. Phép nhân, phép chia Phân số",Trắc nghiệm,Kết quả của phép tính 17414 - 10233 là bao nhiêu?,7179 | 7181 | 7182 | 7191,7181,Ta có: 17414 - 10233 = 7181.
Lớp 4,Toán,Học kỳ 1,3. Số có nhiều chữ số,Điền khuyết,1525 + ___ = 8502,,6977,Số cần điền là 6977 vì 1525 + 6977 = 8502.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,Điền khuyết,2530 - ___ = 1226,,1304,Số cần điền là 1304 vì 2530 - 1304 = 1226.
Lớp 4,Toán,Học kỳ 2,8. Phép nhân và phép chia,Kéo thả,4485 - 1326 = ___,3159 | 3160 | 3158,3159,Kéo số 3159 vào chỗ trống.
Lớp 4,Toán,Học kỳ 2,"9. Làm quen với yếu tố Thống kê, Xác suất",Điền khuyết,13648 + ___ = 19320,,5672,Số cần điền là 5672 vì 13648 + 5672 = 19320.
Lớp 4,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Kéo thả,2118 + 8012 = ___,10130 | 10131 | 10129,10130,Kéo số 10130 vào chỗ trống.
Lớp 4,Toán,Học kỳ 2,13. Ôn tập cuối năm,So sánh,"Điền dấu thích hợp (<, >, =): 5172 + 16121 ___ 10079 + 1468",,>,5172 + 16121 = 21293; 10079 + 1468 = 11547. Nên dấu là >.
Lớp 4,Toán,Học kỳ 2,8. Phép nhân và phép chia,Chuỗi Quy luật,"19, 22, 25, ___, 31",,28,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 4,Toán,Học kỳ 1,2. Góc và đơn vị đo góc,Đúng/Sai,"Phép tính 3241 + 267 = 3511, đúng hay sai?",,Sai,Phép tính chính xác là 3241 + 267 = 3508.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,Chuỗi Quy luật,"13, 16, 19, ___, 25",,22,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 4,Toán,Học kỳ 2,"9. Làm quen với yếu tố Thống kê, Xác suất",Điền khuyết,7521 - ___ = 6037,,1484,Số cần điền là 1484 vì 7521 - 1484 = 6037.
Lớp 4,Toán,Học kỳ 2,10. Phân số,So sánh,"Điền dấu thích hợp (<, >, =): 4617 + 5528 ___ 3933 + 4366",,>,4617 + 5528 = 10145; 3933 + 4366 = 8299. Nên dấu là >.
Lớp 4,Toán,Học kỳ 1,3. Số có nhiều chữ số,Trắc nghiệm,Kết quả của phép tính 2134 + 9235 là bao nhiêu?,11369 | 11365 | 11379 | 11373,11369,Ta có: 2134 + 9235 = 11369.
Lớp 4,Toán,Học kỳ 1,2. Góc và đơn vị đo góc,Đúng/Sai,"Phép tính 15897 - 1629 = 14268, đúng hay sai?",,Đúng,Phép tính chính xác là 15897 - 1629 = 14268.
Lớp 4,Toán,Học kỳ 1,1. Ôn tập và bổ sung,So sánh,"Điền dấu thích hợp (<, >, =): 6226 - 2805 ___ 2366 + 3072",,<,6226 - 2805 = 3421; 2366 + 3072 = 5438. Nên dấu là <.
Lớp 4,Toán,Học kỳ 1,3. Số có nhiều chữ số,Chuỗi Quy luật,"11, 15, 19, ___, 27",,23,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 4,Toán,Học kỳ 2,13. Ôn tập cuối năm,Kéo thả,15074 - 14867 = ___,207 | 208 | 206,207,Kéo số 207 vào chỗ trống.
Lớp 4,Toán,Học kỳ 2,"11. Phép cộng, phép trừ Phân số",Kéo thả,15850 - 3497 = ___,12353 | 12354 | 12352,12353,Kéo số 12353 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Đúng/Sai,"Phép tính 8873 - 8367 = 508, đúng hay sai?",,Sai,Phép tính chính xác là 8873 - 8367 = 506.
Lớp 4,Toán,Học kỳ 1,2. Góc và đơn vị đo góc,Đúng/Sai,"Phép tính 19801 + 2415 = 22221, đúng hay sai?",,Sai,Phép tính chính xác là 19801 + 2415 = 22216.
Lớp 4,Toán,Học kỳ 2,13. Ôn tập cuối năm,Đúng/Sai,"Phép tính 1917 + 2119 = 4036, đúng hay sai?",,Đúng,Phép tính chính xác là 1917 + 2119 = 4036.
Lớp 4,Toán,Học kỳ 2,"12. Phép nhân, phép chia Phân số",Kéo thả,8531 + 10476 = ___,19007 | 19008 | 19006,19007,Kéo số 19007 vào chỗ trống.
Lớp 4,Toán,Học kỳ 2,10. Phân số,Kéo thả,16418 - 10979 = ___,5439 | 5440 | 5438,5439,Kéo số 5439 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,2. Góc và đơn vị đo góc,Trắc nghiệm,Kết quả của phép tính 2965 - 935 là bao nhiêu?,2040 | 2034 | 2028 | 2030,2030,Ta có: 2965 - 935 = 2030.
Lớp 4,Toán,Học kỳ 2,10. Phân số,Kéo thả,6869 + 7817 = ___,14686 | 14687 | 14685,14686,Kéo số 14686 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,5. Phép cộng và phép trừ,Điền khuyết,6436 + ___ = 23954,,17518,Số cần điền là 17518 vì 6436 + 17518 = 23954.
Lớp 4,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Điền khuyết,1422 + ___ = 2007,,585,Số cần điền là 585 vì 1422 + 585 = 2007.
Lớp 4,Toán,Học kỳ 2,8. Phép nhân và phép chia,Chuỗi Quy luật,"8, 11, 14, ___, 20",,17,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 4,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Chuỗi Quy luật,"10, 15, 20, ___, 30",,25,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 4,Toán,Học kỳ 2,"11. Phép cộng, phép trừ Phân số",Điền khuyết,16452 + ___ = 31781,,15329,Số cần điền là 15329 vì 16452 + 15329 = 31781.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,So sánh,"Điền dấu thích hợp (<, >, =): 2782 + 6036 ___ 2701 + 7650",,<,2782 + 6036 = 8818; 2701 + 7650 = 10351. Nên dấu là <.
Lớp 4,Toán,Học kỳ 2,"12. Phép nhân, phép chia Phân số",Kéo thả,4508 - 3139 = ___,1369 | 1370 | 1368,1369,Kéo số 1369 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,2. Góc và đơn vị đo góc,Kéo thả,2005 + 7580 = ___,9585 | 9586 | 9584,9585,Kéo số 9585 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,5. Phép cộng và phép trừ,Chuỗi Quy luật,"19, 21, 23, ___, 27",,25,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 4,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Đúng/Sai,"Phép tính 15445 + 15467 = 30912, đúng hay sai?",,Đúng,Phép tính chính xác là 15445 + 15467 = 30912.
Lớp 4,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Chuỗi Quy luật,"9, 13, 17, ___, 25",,21,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 4,Toán,Học kỳ 2,"11. Phép cộng, phép trừ Phân số",Kéo thả,5557 + 5191 = ___,10748 | 10749 | 10747,10748,Kéo số 10748 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,5. Phép cộng và phép trừ,Kéo thả,14742 - 9174 = ___,5568 | 5569 | 5567,5568,Kéo số 5568 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,So sánh,"Điền dấu thích hợp (<, >, =): 16779 + 912 ___ 17681 + 2693",,<,16779 + 912 = 17691; 17681 + 2693 = 20374. Nên dấu là <.
Lớp 4,Toán,Học kỳ 2,8. Phép nhân và phép chia,Kéo thả,2567 - 668 = ___,1899 | 1900 | 1898,1899,Kéo số 1899 vào chỗ trống.
Lớp 4,Toán,Học kỳ 2,"11. Phép cộng, phép trừ Phân số",Kéo thả,8098 + 5153 = ___,13251 | 13252 | 13250,13251,Kéo số 13251 vào chỗ trống.
Lớp 4,Toán,Học kỳ 2,10. Phân số,Kéo thả,2885 + 8397 = ___,11282 | 11283 | 11281,11282,Kéo số 11282 vào chỗ trống.
Lớp 4,Toán,Học kỳ 2,"11. Phép cộng, phép trừ Phân số",Chuỗi Quy luật,"16, 20, 24, ___, 32",,28,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 4,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Điền khuyết,456 + ___ = 10017,,9561,Số cần điền là 9561 vì 456 + 9561 = 10017.
Lớp 4,Toán,Học kỳ 1,6. Đường thẳng vuông góc. Đường thẳng song song,Kéo thả,15730 - 14798 = ___,932 | 933 | 931,932,Kéo số 932 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,7. Ôn tập Học kì 1,So sánh,"Điền dấu thích hợp (<, >, =): 4705 - 4232 ___ 2955 + 5690",,<,4705 - 4232 = 473; 2955 + 5690 = 8645. Nên dấu là <.
Lớp 4,Toán,Học kỳ 2,"12. Phép nhân, phép chia Phân số",Kéo thả,8039 + 5897 = ___,13936 | 13937 | 13935,13936,Kéo số 13936 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,5. Phép cộng và phép trừ,Trắc nghiệm,Kết quả của phép tính 6986 - 6144 là bao nhiêu?,841 | 842 | 852 | 847,842,Ta có: 6986 - 6144 = 842.
Lớp 4,Toán,Học kỳ 2,10. Phân số,Trắc nghiệm,Kết quả của phép tính 2737 + 323 là bao nhiêu?,3056 | 3065 | 3060 | 3070,3060,Ta có: 2737 + 323 = 3060.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,Đúng/Sai,"Phép tính 18160 + 9446 = 27606, đúng hay sai?",,Đúng,Phép tính chính xác là 18160 + 9446 = 27606.
Lớp 4,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Chuỗi Quy luật,"17, 22, 27, ___, 37",,32,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,Kéo thả,7767 + 5370 = ___,13137 | 13138 | 13136,13137,Kéo số 13137 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,3. Số có nhiều chữ số,Chuỗi Quy luật,"10, 12, 14, ___, 18",,16,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 4,Toán,Học kỳ 1,6. Đường thẳng vuông góc. Đường thẳng song song,Điền khuyết,9958 + ___ = 14997,,5039,Số cần điền là 5039 vì 9958 + 5039 = 14997.
Lớp 4,Toán,Học kỳ 1,6. Đường thẳng vuông góc. Đường thẳng song song,So sánh,"Điền dấu thích hợp (<, >, =): 16869 + 6447 ___ 3275 + 5614",,>,16869 + 6447 = 23316; 3275 + 5614 = 8889. Nên dấu là >.
Lớp 4,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Đúng/Sai,"Phép tính 4174 + 8633 = 12807, đúng hay sai?",,Đúng,Phép tính chính xác là 4174 + 8633 = 12807.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,Điền khuyết,3335 - ___ = 1273,,2062,Số cần điền là 2062 vì 3335 - 2062 = 1273.
Lớp 4,Toán,Học kỳ 2,10. Phân số,Đúng/Sai,"Phép tính 18959 - 2080 = 16879, đúng hay sai?",,Đúng,Phép tính chính xác là 18959 - 2080 = 16879.
Lớp 4,Toán,Học kỳ 2,8. Phép nhân và phép chia,Điền khuyết,2603 + ___ = 11482,,8879,Số cần điền là 8879 vì 2603 + 8879 = 11482.
Lớp 4,Toán,Học kỳ 1,6. Đường thẳng vuông góc. Đường thẳng song song,Trắc nghiệm,Kết quả của phép tính 192 + 3616 là bao nhiêu?,3808 | 3810 | 3818 | 3807,3808,Ta có: 192 + 3616 = 3808.
Lớp 4,Toán,Học kỳ 2,10. Phân số,Trắc nghiệm,Kết quả của phép tính 9854 - 5441 là bao nhiêu?,4418 | 4410 | 4413 | 4423,4413,Ta có: 9854 - 5441 = 4413.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,So sánh,"Điền dấu thích hợp (<, >, =): 6239 + 6594 ___ 68 + 8372",,>,6239 + 6594 = 12833; 68 + 8372 = 8440. Nên dấu là >.
Lớp 4,Toán,Học kỳ 2,"9. Làm quen với yếu tố Thống kê, Xác suất",Điền khuyết,2246 + ___ = 2854,,608,Số cần điền là 608 vì 2246 + 608 = 2854.
Lớp 4,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Kéo thả,11210 - 4046 = ___,7164 | 7165 | 7163,7164,Kéo số 7164 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Kéo thả,2482 + 2156 = ___,4638 | 4639 | 4637,4638,Kéo số 4638 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Điền khuyết,3315 + ___ = 16738,,13423,Số cần điền là 13423 vì 3315 + 13423 = 16738.
Lớp 4,Toán,Học kỳ 1,5. Phép cộng và phép trừ,Trắc nghiệm,Kết quả của phép tính 7119 - 4987 là bao nhiêu?,2129 | 2134 | 2132 | 2142,2132,Ta có: 7119 - 4987 = 2132.
Lớp 4,Toán,Học kỳ 1,2. Góc và đơn vị đo góc,Đúng/Sai,"Phép tính 6671 + 19213 = 25884, đúng hay sai?",,Đúng,Phép tính chính xác là 6671 + 19213 = 25884.
Lớp 4,Toán,Học kỳ 2,10. Phân số,Chuỗi Quy luật,"14, 17, 20, ___, 26",,23,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 4,Toán,Học kỳ 2,13. Ôn tập cuối năm,Đúng/Sai,"Phép tính 2634 + 9770 = 12408, đúng hay sai?",,Sai,Phép tính chính xác là 2634 + 9770 = 12404.
Lớp 4,Toán,Học kỳ 2,13. Ôn tập cuối năm,Kéo thả,6132 + 9276 = ___,15408 | 15409 | 15407,15408,Kéo số 15408 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,5. Phép cộng và phép trừ,Điền khuyết,17208 + ___ = 30831,,13623,Số cần điền là 13623 vì 17208 + 13623 = 30831.
Lớp 4,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Kéo thả,4923 + 12541 = ___,17464 | 17465 | 17463,17464,Kéo số 17464 vào chỗ trống.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,Đúng/Sai,"Phép tính 17570 + 1278 = 18851, đúng hay sai?",,Sai,Phép tính chính xác là 17570 + 1278 = 18848.
Lớp 4,Toán,Học kỳ 2,"9. Làm quen với yếu tố Thống kê, Xác suất",So sánh,"Điền dấu thích hợp (<, >, =): 613 + 8740 ___ 146 + 1671",,>,613 + 8740 = 9353; 146 + 1671 = 1817. Nên dấu là >.
Lớp 4,Toán,Học kỳ 2,13. Ôn tập cuối năm,So sánh,"Điền dấu thích hợp (<, >, =): 7638 + 5054 ___ 5254 + 7370",,>,7638 + 5054 = 12692; 5254 + 7370 = 12624. Nên dấu là >.
Lớp 4,Toán,Học kỳ 1,6. Đường thẳng vuông góc. Đường thẳng song song,Chuỗi Quy luật,"15, 17, 19, ___, 23",,21,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 4,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Trắc nghiệm,Kết quả của phép tính 11219 - 10511 là bao nhiêu?,713 | 708 | 705 | 718,708,Ta có: 11219 - 10511 = 708.
Lớp 4,Toán,Học kỳ 1,3. Số có nhiều chữ số,So sánh,"Điền dấu thích hợp (<, >, =): 2822 + 410 ___ 6223 + 3233",,<,2822 + 410 = 3232; 6223 + 3233 = 9456. Nên dấu là <.
Lớp 4,Toán,Học kỳ 1,6. Đường thẳng vuông góc. Đường thẳng song song,Trắc nghiệm,Kết quả của phép tính 3285 + 2562 là bao nhiêu?,5849 | 5844 | 5857 | 5847,5847,Ta có: 3285 + 2562 = 5847.
Lớp 4,Toán,Học kỳ 1,2. Góc và đơn vị đo góc,So sánh,"Điền dấu thích hợp (<, >, =): 2943 + 7222 ___ 6495 + 8829",,<,2943 + 7222 = 10165; 6495 + 8829 = 15324. Nên dấu là <.
Lớp 4,Toán,Học kỳ 1,1. Ôn tập và bổ sung,So sánh,"Điền dấu thích hợp (<, >, =): 16585 - 7155 ___ 4177 + 17855",,<,16585 - 7155 = 9430; 4177 + 17855 = 22032. Nên dấu là <.
Lớp 4,Toán,Học kỳ 1,3. Số có nhiều chữ số,Trắc nghiệm,Kết quả của phép tính 2539 + 6049 là bao nhiêu?,8585 | 8598 | 8588 | 8590,8588,Ta có: 2539 + 6049 = 8588.
Lớp 4,Toán,Học kỳ 1,5. Phép cộng và phép trừ,Chuỗi Quy luật,"19, 21, 23, ___, 27",,25,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 4,Toán,Học kỳ 1,4. Một số đơn vị đo Đại lượng,So sánh,"Điền dấu thích hợp (<, >, =): 213 + 708 ___ 771 + 136",,>,213 + 708 = 921; 771 + 136 = 907. Nên dấu là >.
Lớp 4,Toán,Học kỳ 2,"9. Làm quen với yếu tố Thống kê, Xác suất",Đúng/Sai,"Phép tính 11633 - 8701 = 2937, đúng hay sai?",,Sai,Phép tính chính xác là 11633 - 8701 = 2932.
Lớp 4,Toán,Học kỳ 2,8. Phép nhân và phép chia,So sánh,"Điền dấu thích hợp (<, >, =): 9479 - 453 ___ 6352 + 3319",,<,9479 - 453 = 9026; 6352 + 3319 = 9671. Nên dấu là <.
Lớp 4,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Điền khuyết,13631 - ___ = 1988,,11643,Số cần điền là 11643 vì 13631 - 11643 = 1988.
Lớp 4,Toán,Học kỳ 2,"9. Làm quen với yếu tố Thống kê, Xác suất",Đúng/Sai,"Phép tính 15913 - 1574 = 14339, đúng hay sai?",,Đúng,Phép tính chính xác là 15913 - 1574 = 14339.
