Cấp lớp,Môn học,Học kỳ,Chủ đề,Loại câu hỏi,Câu hỏi,Lựa chọn,Đáp án đúng,Lời giải chi tiết
Lớp 2,Toán,Học kỳ 1,"4. Phép cộng, phép trừ (có nhớ) trong phạm vi 100",Trắc nghiệm,Kết quả của phép tính 75 - 41 là bao nhiêu?,34 | 44 | 29 | 39,34,Ta có: 75 - 41 = 34.
Lớp 2,Toán,Học kỳ 2,10. Các số trong phạm vi 1 000,Trắc nghiệm,Kết quả của phép tính 15 + 93 là bao nhiêu?,104 | 108 | 112 | 118,108,Ta có: 15 + 93 = 108.
Lớp 2,Toán,Học kỳ 2,"13. Làm quen với yếu tố thống kê, xác suất",Đúng/Sai,"Phép tính 95 + 57 = 152, đúng hay sai?",,Đúng,Phép tính chính xác là 95 + 57 = 152.
Lớp 2,Toán,Học kỳ 1,"4. Phép cộng, phép trừ (có nhớ) trong phạm vi 100",Đúng/Sai,"Phép tính 83 - 35 = 48, đúng hay sai?",,Đúng,Phép tính chính xác là 83 - 35 = 48.
Lớp 2,Toán,Học kỳ 2,14. Ôn tập cuối năm,So sánh,"Điền dấu thích hợp (<, >, =): 42 + 34 ___ 66 + 12",,<,42 + 34 = 76; 66 + 12 = 78. Nên dấu là <.
Lớp 2,Toán,Học kỳ 1,"2. Phép cộng, phép trừ trong phạm vi 20",Chuỗi Quy luật,"1, 3, 5, ___, 9",,7,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 2,Toán,Học kỳ 2,14. Ôn tập cuối năm,Đúng/Sai,"Phép tính 35 + 12 = 51, đúng hay sai?",,Sai,Phép tính chính xác là 35 + 12 = 47.
Lớp 2,Toán,Học kỳ 1,"6. Ngày - Giờ, Giờ - Phút, Ngày - Tháng",Kéo thả,157 + 144 = ___,301 | 302 | 300,301,Kéo số 301 vào chỗ trống.
Lớp 2,Toán,Học kỳ 2,14. Ôn tập cuối năm,Đúng/Sai,"Phép tính 185 - 54 = 134, đúng hay sai?",,Sai,Phép tính chính xác là 185 - 54 = 131.
Lớp 2,Toán,Học kỳ 2,9. Làm quen với hình khối,So sánh,"Điền dấu thích hợp (<, >, =): 47 + 63 ___ 60 + 68",,<,47 + 63 = 110; 60 + 68 = 128. Nên dấu là <.
Lớp 2,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Trắc nghiệm,Kết quả của phép tính 167 - 83 là bao nhiêu?,80 | 84 | 94 | 87,84,Ta có: 167 - 83 = 84.
Lớp 2,Toán,Học kỳ 1,"6. Ngày - Giờ, Giờ - Phút, Ngày - Tháng",Trắc nghiệm,Kết quả của phép tính 34 - 31 là bao nhiêu?,3 | 13 | -2 | 7,3,Ta có: 34 - 31 = 3.
Lớp 2,Toán,Học kỳ 1,5. Làm quen với hình phẳng,So sánh,"Điền dấu thích hợp (<, >, =): 10 + 126 ___ 137 + 30",,<,10 + 126 = 136; 137 + 30 = 167. Nên dấu là <.
Lớp 2,Toán,Học kỳ 2,"12. Phép cộng, phép trừ trong phạm vi 1 000",So sánh,"Điền dấu thích hợp (<, >, =): 96 - 95 ___ 51 + 39",,<,96 - 95 = 1; 51 + 39 = 90. Nên dấu là <.
Lớp 2,Toán,Học kỳ 2,"11. Độ dài và đơn vị đo độ dài, tiền Việt Nam",Kéo thả,5 + 33 = ___,38 | 39 | 37,38,Kéo số 38 vào chỗ trống.
Lớp 2,Toán,Học kỳ 1,"6. Ngày - Giờ, Giờ - Phút, Ngày - Tháng",Kéo thả,30 + 75 = ___,105 | 106 | 104,105,Kéo số 105 vào chỗ trống.
Lớp 2,Toán,Học kỳ 1,"4. Phép cộng, phép trừ (có nhớ) trong phạm vi 100",Chuỗi Quy luật,"15, 18, 21, ___, 27",,24,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 2,Toán,Học kỳ 2,"8. Phép nhân, phép chia",Điền khuyết,3 + ___ = 181,,178,Số cần điền là 178 vì 3 + 178 = 181.
Lớp 2,Toán,Học kỳ 1,5. Làm quen với hình phẳng,Chuỗi Quy luật,"20, 24, 28, ___, 36",,32,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 2,Toán,Học kỳ 2,10. Các số trong phạm vi 1 000,Trắc nghiệm,Kết quả của phép tính 162 + 94 là bao nhiêu?,256 | 266 | 261 | 255,256,Ta có: 162 + 94 = 256.
Lớp 2,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Điền khuyết,74 + ___ = 119,,45,Số cần điền là 45 vì 74 + 45 = 119.
Lớp 2,Toán,Học kỳ 2,"11. Độ dài và đơn vị đo độ dài, tiền Việt Nam",Kéo thả,182 + 90 = ___,272 | 273 | 271,272,Kéo số 272 vào chỗ trống.
Lớp 2,Toán,Học kỳ 1,"2. Phép cộng, phép trừ trong phạm vi 20",Trắc nghiệm,Kết quả của phép tính 59 + 63 là bao nhiêu?,122 | 123 | 132 | 117,122,Ta có: 59 + 63 = 122.
Lớp 2,Toán,Học kỳ 2,"13. Làm quen với yếu tố thống kê, xác suất",Trắc nghiệm,Kết quả của phép tính 10 + 37 là bao nhiêu?,57 | 51 | 44 | 47,47,Ta có: 10 + 37 = 47.
Lớp 2,Toán,Học kỳ 2,9. Làm quen với hình khối,Đúng/Sai,"Phép tính 93 - 20 = 73, đúng hay sai?",,Đúng,Phép tính chính xác là 93 - 20 = 73.
Lớp 2,Toán,Học kỳ 1,"4. Phép cộng, phép trừ (có nhớ) trong phạm vi 100",Trắc nghiệm,Kết quả của phép tính 68 - 27 là bao nhiêu?,45 | 41 | 51 | 37,41,Ta có: 68 - 27 = 41.
Lớp 2,Toán,Học kỳ 2,"12. Phép cộng, phép trừ trong phạm vi 1 000",Chuỗi Quy luật,"20, 25, 30, ___, 40",,35,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 2,Toán,Học kỳ 1,"4. Phép cộng, phép trừ (có nhớ) trong phạm vi 100",Điền khuyết,1 + ___ = 16,,15,Số cần điền là 15 vì 1 + 15 = 16.
Lớp 2,Toán,Học kỳ 2,"13. Làm quen với yếu tố thống kê, xác suất",Kéo thả,133 + 97 = ___,230 | 231 | 229,230,Kéo số 230 vào chỗ trống.
Lớp 2,Toán,Học kỳ 2,10. Các số trong phạm vi 1 000,Kéo thả,64 - 43 = ___,21 | 22 | 20,21,Kéo số 21 vào chỗ trống.
Lớp 2,Toán,Học kỳ 1,"6. Ngày - Giờ, Giờ - Phút, Ngày - Tháng",Trắc nghiệm,Kết quả của phép tính 38 + 52 là bao nhiêu?,89 | 90 | 100 | 95,90,Ta có: 38 + 52 = 90.
Lớp 2,Toán,Học kỳ 2,"8. Phép nhân, phép chia",Trắc nghiệm,Kết quả của phép tính 133 - 103 là bao nhiêu?,40 | 25 | 30 | 31,30,Ta có: 133 - 103 = 30.
Lớp 2,Toán,Học kỳ 1,5. Làm quen với hình phẳng,Chuỗi Quy luật,"1, 6, 11, ___, 21",,16,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 2,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Điền khuyết,8 + ___ = 100,,92,Số cần điền là 92 vì 8 + 92 = 100.
Lớp 2,Toán,Học kỳ 1,"6. Ngày - Giờ, Giờ - Phút, Ngày - Tháng",So sánh,"Điền dấu thích hợp (<, >, =): 18 + 29 ___ 76 + 17",,<,18 + 29 = 47; 76 + 17 = 93. Nên dấu là <.
Lớp 2,Toán,Học kỳ 2,10. Các số trong phạm vi 1 000,Điền khuyết,27 + ___ = 57,,30,Số cần điền là 30 vì 27 + 30 = 57.
Lớp 2,Toán,Học kỳ 2,10. Các số trong phạm vi 1 000,Chuỗi Quy luật,"6, 11, 16, ___, 26",,21,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 2,Toán,Học kỳ 2,"13. Làm quen với yếu tố thống kê, xác suất",Kéo thả,109 + 172 = ___,281 | 282 | 280,281,Kéo số 281 vào chỗ trống.
Lớp 2,Toán,Học kỳ 1,5. Làm quen với hình phẳng,Điền khuyết,163 - ___ = 153,,10,Số cần điền là 10 vì 163 - 10 = 153.
Lớp 2,Toán,Học kỳ 2,"12. Phép cộng, phép trừ trong phạm vi 1 000",Chuỗi Quy luật,"2, 5, 8, ___, 14",,11,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 2,Toán,Học kỳ 2,9. Làm quen với hình khối,Kéo thả,7 + 82 = ___,89 | 90 | 88,89,Kéo số 89 vào chỗ trống.
Lớp 2,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Kéo thả,31 + 69 = ___,100 | 101 | 99,100,Kéo số 100 vào chỗ trống.
Lớp 2,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Chuỗi Quy luật,"10, 15, 20, ___, 30",,25,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 2,Toán,Học kỳ 1,"6. Ngày - Giờ, Giờ - Phút, Ngày - Tháng",Chuỗi Quy luật,"15, 18, 21, ___, 27",,24,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 2,Toán,Học kỳ 2,"11. Độ dài và đơn vị đo độ dài, tiền Việt Nam",Điền khuyết,125 - ___ = 56,,69,Số cần điền là 69 vì 125 - 69 = 56.
Lớp 2,Toán,Học kỳ 1,"4. Phép cộng, phép trừ (có nhớ) trong phạm vi 100",Trắc nghiệm,Kết quả của phép tính 184 - 25 là bao nhiêu?,169 | 161 | 158 | 159,159,Ta có: 184 - 25 = 159.
Lớp 2,Toán,Học kỳ 1,"3. Làm quen với khối lượng, dung tích",Kéo thả,87 + 52 = ___,139 | 140 | 138,139,Kéo số 139 vào chỗ trống.
Lớp 2,Toán,Học kỳ 2,"13. Làm quen với yếu tố thống kê, xác suất",Trắc nghiệm,Kết quả của phép tính 23 + 67 là bao nhiêu?,90 | 100 | 86 | 95,90,Ta có: 23 + 67 = 90.
Lớp 2,Toán,Học kỳ 1,"3. Làm quen với khối lượng, dung tích",Trắc nghiệm,Kết quả của phép tính 90 - 79 là bao nhiêu?,10 | 11 | 12 | 21,11,Ta có: 90 - 79 = 11.
Lớp 2,Toán,Học kỳ 2,9. Làm quen với hình khối,Đúng/Sai,"Phép tính 14 - 3 = 11, đúng hay sai?",,Đúng,Phép tính chính xác là 14 - 3 = 11.
Lớp 2,Toán,Học kỳ 2,14. Ôn tập cuối năm,So sánh,"Điền dấu thích hợp (<, >, =): 83 - 15 ___ 99 + 9",,<,83 - 15 = 68; 99 + 9 = 108. Nên dấu là <.
Lớp 2,Toán,Học kỳ 1,"2. Phép cộng, phép trừ trong phạm vi 20",Chuỗi Quy luật,"4, 6, 8, ___, 12",,10,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 2,Toán,Học kỳ 2,"13. Làm quen với yếu tố thống kê, xác suất",Điền khuyết,24 + ___ = 28,,4,Số cần điền là 4 vì 24 + 4 = 28.
Lớp 2,Toán,Học kỳ 2,"11. Độ dài và đơn vị đo độ dài, tiền Việt Nam",Đúng/Sai,"Phép tính 21 - 15 = 11, đúng hay sai?",,Sai,Phép tính chính xác là 21 - 15 = 6.
Lớp 2,Toán,Học kỳ 1,"3. Làm quen với khối lượng, dung tích",Đúng/Sai,"Phép tính 156 + 172 = 332, đúng hay sai?",,Sai,Phép tính chính xác là 156 + 172 = 328.
Lớp 2,Toán,Học kỳ 1,"6. Ngày - Giờ, Giờ - Phút, Ngày - Tháng",Đúng/Sai,"Phép tính 94 + 57 = 152, đúng hay sai?",,Sai,Phép tính chính xác là 94 + 57 = 151.
Lớp 2,Toán,Học kỳ 1,"2. Phép cộng, phép trừ trong phạm vi 20",Chuỗi Quy luật,"1, 3, 5, ___, 9",,7,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 2,Toán,Học kỳ 2,"13. Làm quen với yếu tố thống kê, xác suất",Đúng/Sai,"Phép tính 77 - 53 = 24, đúng hay sai?",,Đúng,Phép tính chính xác là 77 - 53 = 24.
Lớp 2,Toán,Học kỳ 1,"3. Làm quen với khối lượng, dung tích",Chuỗi Quy luật,"9, 14, 19, ___, 29",,24,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 2,Toán,Học kỳ 2,9. Làm quen với hình khối,Chuỗi Quy luật,"19, 22, 25, ___, 31",,28,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 2,Toán,Học kỳ 1,"2. Phép cộng, phép trừ trong phạm vi 20",Trắc nghiệm,Kết quả của phép tính 77 + 81 là bao nhiêu?,168 | 161 | 156 | 158,158,Ta có: 77 + 81 = 158.
Lớp 2,Toán,Học kỳ 1,5. Làm quen với hình phẳng,Trắc nghiệm,Kết quả của phép tính 169 - 112 là bao nhiêu?,57 | 67 | 60 | 55,57,Ta có: 169 - 112 = 57.
Lớp 2,Toán,Học kỳ 2,9. Làm quen với hình khối,Trắc nghiệm,Kết quả của phép tính 58 - 9 là bao nhiêu?,49 | 50 | 59 | 46,49,Ta có: 58 - 9 = 49.
Lớp 2,Toán,Học kỳ 2,"8. Phép nhân, phép chia",Đúng/Sai,"Phép tính 98 - 73 = 28, đúng hay sai?",,Sai,Phép tính chính xác là 98 - 73 = 25.
Lớp 2,Toán,Học kỳ 1,"6. Ngày - Giờ, Giờ - Phút, Ngày - Tháng",Trắc nghiệm,Kết quả của phép tính 36 - 1 là bao nhiêu?,37 | 35 | 45 | 31,35,Ta có: 36 - 1 = 35.
Lớp 2,Toán,Học kỳ 2,"8. Phép nhân, phép chia",Kéo thả,56 - 52 = ___,4 | 5 | 3,4,Kéo số 4 vào chỗ trống.
Lớp 2,Toán,Học kỳ 2,"12. Phép cộng, phép trừ trong phạm vi 1 000",Điền khuyết,51 - ___ = 49,,2,Số cần điền là 2 vì 51 - 2 = 49.
Lớp 2,Toán,Học kỳ 1,"4. Phép cộng, phép trừ (có nhớ) trong phạm vi 100",Đúng/Sai,"Phép tính 128 + 2 = 131, đúng hay sai?",,Sai,Phép tính chính xác là 128 + 2 = 130.
Lớp 2,Toán,Học kỳ 2,10. Các số trong phạm vi 1 000,Chuỗi Quy luật,"12, 15, 18, ___, 24",,21,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 2,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Kéo thả,140 + 4 = ___,144 | 145 | 143,144,Kéo số 144 vào chỗ trống.
Lớp 2,Toán,Học kỳ 2,"12. Phép cộng, phép trừ trong phạm vi 1 000",Đúng/Sai,"Phép tính 3 + 3 = 6, đúng hay sai?",,Đúng,Phép tính chính xác là 3 + 3 = 6.
Lớp 2,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Kéo thả,102 - 24 = ___,78 | 79 | 77,78,Kéo số 78 vào chỗ trống.
Lớp 2,Toán,Học kỳ 2,10. Các số trong phạm vi 1 000,Điền khuyết,28 + ___ = 29,,1,Số cần điền là 1 vì 28 + 1 = 29.
Lớp 2,Toán,Học kỳ 1,"4. Phép cộng, phép trừ (có nhớ) trong phạm vi 100",Đúng/Sai,"Phép tính 94 - 26 = 71, đúng hay sai?",,Sai,Phép tính chính xác là 94 - 26 = 68.
Lớp 2,Toán,Học kỳ 2,"8. Phép nhân, phép chia",Chuỗi Quy luật,"7, 11, 15, ___, 23",,19,Quy luật: cộng thêm 4 vào số liền trước.
Lớp 2,Toán,Học kỳ 2,9. Làm quen với hình khối,Trắc nghiệm,Kết quả của phép tính 79 - 63 là bao nhiêu?,16 | 26 | 18 | 12,16,Ta có: 79 - 63 = 16.
Lớp 2,Toán,Học kỳ 1,"6. Ngày - Giờ, Giờ - Phút, Ngày - Tháng",Đúng/Sai,"Phép tính 57 + 2 = 62, đúng hay sai?",,Sai,Phép tính chính xác là 57 + 2 = 59.
Lớp 2,Toán,Học kỳ 2,"11. Độ dài và đơn vị đo độ dài, tiền Việt Nam",Đúng/Sai,"Phép tính 43 + 171 = 214, đúng hay sai?",,Đúng,Phép tính chính xác là 43 + 171 = 214.
Lớp 2,Toán,Học kỳ 1,"2. Phép cộng, phép trừ trong phạm vi 20",Kéo thả,84 + 76 = ___,160 | 161 | 159,160,Kéo số 160 vào chỗ trống.
Lớp 2,Toán,Học kỳ 2,"13. Làm quen với yếu tố thống kê, xác suất",Điền khuyết,9 + ___ = 70,,61,Số cần điền là 61 vì 9 + 61 = 70.
Lớp 2,Toán,Học kỳ 1,"2. Phép cộng, phép trừ trong phạm vi 20",Chuỗi Quy luật,"9, 11, 13, ___, 17",,15,Quy luật: cộng thêm 2 vào số liền trước.
Lớp 2,Toán,Học kỳ 2,"12. Phép cộng, phép trừ trong phạm vi 1 000",Đúng/Sai,"Phép tính 99 + 30 = 129, đúng hay sai?",,Đúng,Phép tính chính xác là 99 + 30 = 129.
Lớp 2,Toán,Học kỳ 1,"6. Ngày - Giờ, Giờ - Phút, Ngày - Tháng",Đúng/Sai,"Phép tính 64 - 42 = 24, đúng hay sai?",,Sai,Phép tính chính xác là 64 - 42 = 22.
Lớp 2,Toán,Học kỳ 2,"13. Làm quen với yếu tố thống kê, xác suất",Điền khuyết,112 - ___ = 90,,22,Số cần điền là 22 vì 112 - 22 = 90.
Lớp 2,Toán,Học kỳ 1,"4. Phép cộng, phép trừ (có nhớ) trong phạm vi 100",Đúng/Sai,"Phép tính 157 - 123 = 34, đúng hay sai?",,Đúng,Phép tính chính xác là 157 - 123 = 34.
Lớp 2,Toán,Học kỳ 1,"6. Ngày - Giờ, Giờ - Phút, Ngày - Tháng",Kéo thả,37 + 24 = ___,61 | 62 | 60,61,Kéo số 61 vào chỗ trống.
Lớp 2,Toán,Học kỳ 1,"2. Phép cộng, phép trừ trong phạm vi 20",Kéo thả,96 - 13 = ___,83 | 84 | 82,83,Kéo số 83 vào chỗ trống.
Lớp 2,Toán,Học kỳ 2,14. Ôn tập cuối năm,Đúng/Sai,"Phép tính 91 - 43 = 48, đúng hay sai?",,Đúng,Phép tính chính xác là 91 - 43 = 48.
Lớp 2,Toán,Học kỳ 1,"3. Làm quen với khối lượng, dung tích",Điền khuyết,98 + ___ = 177,,79,Số cần điền là 79 vì 98 + 79 = 177.
Lớp 2,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Điền khuyết,67 - ___ = 31,,36,Số cần điền là 36 vì 67 - 36 = 31.
Lớp 2,Toán,Học kỳ 1,"3. Làm quen với khối lượng, dung tích",Đúng/Sai,"Phép tính 164 - 25 = 139, đúng hay sai?",,Đúng,Phép tính chính xác là 164 - 25 = 139.
Lớp 2,Toán,Học kỳ 1,"3. Làm quen với khối lượng, dung tích",Chuỗi Quy luật,"8, 13, 18, ___, 28",,23,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 2,Toán,Học kỳ 2,14. Ôn tập cuối năm,Trắc nghiệm,Kết quả của phép tính 177 - 143 là bao nhiêu?,34 | 44 | 37 | 31,34,Ta có: 177 - 143 = 34.
Lớp 2,Toán,Học kỳ 1,"3. Làm quen với khối lượng, dung tích",Điền khuyết,33 - ___ = 5,,28,Số cần điền là 28 vì 33 - 28 = 5.
Lớp 2,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Chuỗi Quy luật,"15, 18, 21, ___, 27",,24,Quy luật: cộng thêm 3 vào số liền trước.
Lớp 2,Toán,Học kỳ 1,"3. Làm quen với khối lượng, dung tích",So sánh,"Điền dấu thích hợp (<, >, =): 82 + 28 ___ 200 + 130",,<,82 + 28 = 110; 200 + 130 = 330. Nên dấu là <.
Lớp 2,Toán,Học kỳ 2,14. Ôn tập cuối năm,Kéo thả,70 + 55 = ___,125 | 126 | 124,125,Kéo số 125 vào chỗ trống.
Lớp 2,Toán,Học kỳ 1,5. Làm quen với hình phẳng,Đúng/Sai,"Phép tính 186 - 101 = 85, đúng hay sai?",,Đúng,Phép tính chính xác là 186 - 101 = 85.
Lớp 2,Toán,Học kỳ 2,10. Các số trong phạm vi 1 000,Điền khuyết,74 - ___ = 3,,71,Số cần điền là 71 vì 74 - 71 = 3.
Lớp 2,Toán,Học kỳ 2,9. Làm quen với hình khối,So sánh,"Điền dấu thích hợp (<, >, =): 83 + 51 ___ 94 + 3",,>,83 + 51 = 134; 94 + 3 = 97. Nên dấu là >.
Lớp 2,Toán,Học kỳ 2,"11. Độ dài và đơn vị đo độ dài, tiền Việt Nam",Trắc nghiệm,Kết quả của phép tính 171 - 5 là bao nhiêu?,168 | 163 | 166 | 176,166,Ta có: 171 - 5 = 166.
Lớp 2,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Đúng/Sai,"Phép tính 188 - 142 = 46, đúng hay sai?",,Đúng,Phép tính chính xác là 188 - 142 = 46.
Lớp 2,Toán,Học kỳ 1,"3. Làm quen với khối lượng, dung tích",Điền khuyết,84 - ___ = 40,,44,Số cần điền là 44 vì 84 - 44 = 40.
Lớp 2,Toán,Học kỳ 2,10. Các số trong phạm vi 1 000,Kéo thả,50 + 80 = ___,130 | 131 | 129,130,Kéo số 130 vào chỗ trống.
Lớp 2,Toán,Học kỳ 2,"8. Phép nhân, phép chia",Trắc nghiệm,Kết quả của phép tính 28 + 15 là bao nhiêu?,41 | 45 | 53 | 43,43,Ta có: 28 + 15 = 43.
Lớp 2,Toán,Học kỳ 2,10. Các số trong phạm vi 1 000,So sánh,"Điền dấu thích hợp (<, >, =): 98 + 112 ___ 25 + 151",,>,98 + 112 = 210; 25 + 151 = 176. Nên dấu là >.
Lớp 2,Toán,Học kỳ 1,5. Làm quen với hình phẳng,Trắc nghiệm,Kết quả của phép tính 23 + 48 là bao nhiêu?,81 | 67 | 76 | 71,71,Ta có: 23 + 48 = 71.
Lớp 2,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Điền khuyết,24 - ___ = 21,,3,Số cần điền là 3 vì 24 - 3 = 21.
Lớp 2,Toán,Học kỳ 2,9. Làm quen với hình khối,Kéo thả,72 - 71 = ___,1 | 2 | 0,1,Kéo số 1 vào chỗ trống.
Lớp 2,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Đúng/Sai,"Phép tính 113 + 118 = 236, đúng hay sai?",,Sai,Phép tính chính xác là 113 + 118 = 231.
Lớp 2,Toán,Học kỳ 2,"13. Làm quen với yếu tố thống kê, xác suất",So sánh,"Điền dấu thích hợp (<, >, =): 39 + 91 ___ 79 + 77",,<,39 + 91 = 130; 79 + 77 = 156. Nên dấu là <.
Lớp 2,Toán,Học kỳ 2,"8. Phép nhân, phép chia",Trắc nghiệm,Kết quả của phép tính 101 - 36 là bao nhiêu?,64 | 65 | 75 | 67,65,Ta có: 101 - 36 = 65.
Lớp 2,Toán,Học kỳ 2,"12. Phép cộng, phép trừ trong phạm vi 1 000",So sánh,"Điền dấu thích hợp (<, >, =): 38 + 79 ___ 47 + 48",,>,38 + 79 = 117; 47 + 48 = 95. Nên dấu là >.
Lớp 2,Toán,Học kỳ 1,7. Ôn tập Học kì 1,Chuỗi Quy luật,"13, 18, 23, ___, 33",,28,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 2,Toán,Học kỳ 2,9. Làm quen với hình khối,Kéo thả,75 + 90 = ___,165 | 166 | 164,165,Kéo số 165 vào chỗ trống.
Lớp 2,Toán,Học kỳ 1,"3. Làm quen với khối lượng, dung tích",Trắc nghiệm,Kết quả của phép tính 100 - 28 là bao nhiêu?,72 | 82 | 77 | 70,72,Ta có: 100 - 28 = 72.
Lớp 2,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Đúng/Sai,"Phép tính 46 - 18 = 28, đúng hay sai?",,Đúng,Phép tính chính xác là 46 - 18 = 28.
Lớp 2,Toán,Học kỳ 2,"12. Phép cộng, phép trừ trong phạm vi 1 000",So sánh,"Điền dấu thích hợp (<, >, =): 34 + 8 ___ 96 + 61",,<,34 + 8 = 42; 96 + 61 = 157. Nên dấu là <.
Lớp 2,Toán,Học kỳ 1,"6. Ngày - Giờ, Giờ - Phút, Ngày - Tháng",Chuỗi Quy luật,"9, 14, 19, ___, 29",,24,Quy luật: cộng thêm 5 vào số liền trước.
Lớp 2,Toán,Học kỳ 1,1. Ôn tập và bổ sung,So sánh,"Điền dấu thích hợp (<, >, =): 62 - 40 ___ 25 + 98",,<,62 - 40 = 22; 25 + 98 = 123. Nên dấu là <.
Lớp 2,Toán,Học kỳ 2,9. Làm quen với hình khối,Đúng/Sai,"Phép tính 195 + 89 = 285, đúng hay sai?",,Sai,Phép tính chính xác là 195 + 89 = 284.
Lớp 2,Toán,Học kỳ 1,"2. Phép cộng, phép trừ trong phạm vi 20",Trắc nghiệm,Kết quả của phép tính 104 - 30 là bao nhiêu?,73 | 74 | 84 | 77,74,Ta có: 104 - 30 = 74.
Lớp 2,Toán,Học kỳ 1,1. Ôn tập và bổ sung,Chuỗi Quy luật,"12, 17, 22, ___, 32",,27,Quy luật: cộng thêm 5 vào số liền trước.
